timestamp,packet_size,direction
1479773503.777360,66,1
1479773504.155220,381,1
1479773504.274141,381,1
1479773504.498280,74,0
1479773504.500337,74,1
1479773504.502799,66,0
1479773504.505625,252,0
1479773504.518206,66,1
1479773504.519276,1236,1
1479773504.519358,66,1
1479773504.521142,66,0
1479773504.534872,66,0
1479773504.536126,66,1
1479773504.545243,74,0
1479773504.552347,74,1
1479773504.554404,66,0
1479773504.562060,252,0
1479773504.565501,66,1
1479773504.567684,1236,1
1479773504.567746,66,1
1479773504.573573,66,0
1479773504.582306,66,0
1479773504.583207,66,1
1479773508.500247,42,0
1479773508.503555,42,1
1479773508.960609,421,1
1479773508.960806,493,1
1479773508.967585,489,1
1479773508.967778,469,1
1479773508.967940,501,1
1479773508.968099,483,1
1479773508.970194,485,1
1479773524.253683,46,1
1479773527.532176,46,1
1479773533.336553,204,1
1479773533.518027,199,0
1479773533.520589,66,1
1479773538.520241,42,0
1479773538.521263,42,1
1479773538.968842,421,1
1479773538.969372,493,1
1479773538.969543,489,1
1479773538.969688,469,1
1479773538.969841,501,1
1479773538.969995,483,1
1479773538.970140,485,1
1479773543.892055,113,1
1479773563.366361,204,1
1479773563.528290,199,0
1479773563.531318,66,1
1479773568.530238,42,0
1479773568.536743,42,1
1479773568.990911,421,1
1479773568.993739,493,1
1479773568.993931,489,1
1479773568.994095,469,1
1479773568.994255,501,1
1479773568.994415,483,1
1479773568.994575,485,1
1479773593.397646,204,1
1479773593.559653,199,0
1479773593.568274,66,1
1479773598.560242,42,0
1479773598.561728,42,1
1479773599.005666,421,1
1479773599.006089,493,1
1479773599.006254,489,1
1479773599.011880,469,1
1479773599.012064,501,1
1479773599.012226,483,1
1479773599.012390,485,1
1479773603.793230,86,1
1479773608.666119,86,1
1479773623.429641,204,1
1479773623.591542,199,0
1479773623.598548,66,1
1479773628.600229,42,0
1479773628.601367,42,1
1479773629.011519,421,1
1479773629.014651,493,1
1479773629.014849,489,1
1479773629.015006,469,1
1479773629.015170,501,1
1479773629.015330,483,1
1479773629.015492,485,1
1479773649.375553,381,1
1479773649.470632,381,1
1479773649.580104,74,0
1479773649.583992,74,0
1479773649.585273,74,1
1479773649.587121,74,1
1479773649.587730,66,0
1479773649.589243,66,0
1479773649.593285,252,0
1479773649.596270,252,0
1479773649.603119,66,1
1479773649.609435,1236,1
1479773649.609494,66,1
1479773649.609550,66,1
1479773649.610361,1236,1
1479773649.610427,66,1
1479773649.613731,66,0
1479773649.617445,66,0
1479773649.620336,66,0
1479773649.621618,66,1
1479773649.624530,66,0
1479773649.625727,66,1
1479773651.515200,46,1
1479773652.843520,46,1
1479773653.460175,204,1
1479773653.622301,199,0
1479773653.624232,66,1
1479773658.630239,42,0
1479773658.634326,42,1
1479773659.012716,421,1
1479773659.014850,493,1
1479773659.015035,489,1
1479773659.015203,469,1
1479773659.015368,501,1
1479773659.015529,483,1
1479773659.015691,485,1
1479773683.489920,204,1
1479773683.651848,199,0
1479773683.654499,66,1
1479773688.222571,421,1
1479773688.224056,493,1
1479773688.224244,489,1
1479773688.224405,469,1
1479773688.224564,501,1
1479773688.224726,483,1
1479773688.224890,485,1
1479773688.660233,42,0
1479773688.661359,42,1
1479773713.519559,204,1
1479773713.682983,199,0
1479773713.684417,66,1
1479773718.242336,421,1
1479773718.242576,493,1
1479773718.242757,489,1
1479773718.242934,469,1
1479773718.243096,501,1
1479773718.243255,483,1
1479773718.243415,485,1
1479773718.690240,42,0
1479773718.692120,42,1
1479773724.961453,86,1
1479773730.864478,86,1
1479773743.553723,204,1
1479773743.715622,199,0
1479773743.717299,66,1
1479773748.249762,421,1
1479773748.256946,493,1
1479773748.257135,489,1
1479773748.257292,469,1
1479773748.257450,501,1
1479773748.257609,483,1
1479773748.257770,485,1
1479773748.720230,42,0
1479773748.721342,42,1
1479773773.580663,204,1
1479773773.751286,199,0
1479773773.754046,66,1
1479773778.265065,46,1
1479773778.272977,421,1
1479773778.273196,493,1
1479773778.273380,489,1
1479773778.273551,469,1
1479773778.273716,501,1
1479773778.273877,483,1
1479773778.274038,485,1
1479773778.597026,46,1
1479773803.613895,204,1
1479773803.776020,199,0
1479773803.782883,66,1
1479773808.280156,421,1
1479773808.301526,493,1
1479773808.301718,489,1
1479773808.301876,469,1
1479773808.302036,501,1
1479773808.302196,483,1
1479773808.302359,485,1
1479773808.780243,42,0
1479773808.781369,42,1
1479773819.582439,381,1
1479773819.684877,381,1
1479773819.803396,74,0
1479773819.808879,74,1
1479773819.812246,66,0
1479773819.816688,252,0
1479773819.822074,66,1
1479773819.822319,1236,1
1479773819.822386,66,1
1479773819.825424,66,0
1479773819.843082,66,0
1479773819.844063,66,1
1479773819.861556,74,0
1479773819.872889,74,1
1479773819.875388,66,0
1479773819.883020,252,0
1479773819.884117,66,1
1479773819.884627,1236,1
1479773819.884704,66,1
1479773819.886630,66,0
1479773819.895815,66,0
1479773819.897102,66,1
1479773833.643157,204,1
1479773833.805189,199,0
1479773834.079645,199,0
1479773834.081269,66,1
1479773838.280749,421,1
1479773838.280972,493,1
1479773838.281933,489,1
1479773838.282078,469,1
1479773838.282196,501,1
1479773838.290642,483,1
1479773838.290822,485,1
1479773853.505907,86,1
1479773859.398718,86,1
1479773863.674052,204,1
1479773863.836043,199,0
1479773864.111614,199,0
1479773864.114827,66,1
1479773868.291666,421,1
1479773868.296076,493,1
1479773868.296266,489,1
1479773868.296424,469,1
1479773868.296582,501,1
1479773868.296741,483,1
1479773868.296910,485,1
1479773868.840231,42,0
1479773868.841655,42,1
1479773893.705762,204,1
1479773893.867959,199,0
1479773893.870344,66,1
1479773897.717428,46,1
1479773897.966193,46,1
1479773898.313138,421,1
1479773898.313365,493,1
1479773898.313548,489,1
1479773898.313727,469,1
1479773898.314629,501,1
1479773898.314802,483,1
1479773898.314957,485,1
1479773923.736841,204,1
1479773923.898600,199,0
1479773923.900975,66,1
1479773928.333923,421,1
1479773928.334148,493,1
1479773928.338786,489,1
1479773928.338979,469,1
1479773928.339143,501,1
1479773928.339304,483,1
1479773928.339464,485,1
1479773928.900249,42,0
1479773928.901320,42,1
1479773953.767935,204,1
1479773953.929988,199,0
1479773953.931308,66,1
1479773958.340500,421,1
1479773958.347678,493,1
1479773958.348632,489,1
1479773958.348818,469,1
1479773958.348975,501,1
1479773958.349134,483,1
1479773958.349298,485,1
1479773963.796623,381,1
1479773963.903779,381,1
1479773964.018285,74,0
1479773964.019704,74,1
1479773964.021077,66,0
1479773964.024979,252,0
1479773964.026182,66,1
1479773964.027659,1236,1
1479773964.030964,66,1
1479773964.031898,66,0
1479773964.036896,66,0
1479773964.039490,66,0
1479773964.040006,66,1
1479773964.053282,74,0
1479773964.054189,74,1
1479773964.055016,66,0
1479773964.058975,252,0
1479773964.059942,66,1
1479773964.062908,1236,1
1479773964.063064,66,1
1479773964.066101,66,0
1479773964.067029,66,0
1479773964.072104,66,1
1479773977.060898,86,1
1479773983.800597,204,1
1479773983.962434,199,0
1479773983.964780,66,1
1479773984.967298,86,1
1479773988.348004,421,1
1479773988.348229,493,1
1479773988.348404,489,1
1479773988.348576,469,1
1479773988.348736,501,1
1479773988.348894,483,1
1479773988.349057,485,1
1479773988.970241,42,0
1479773988.973123,42,1
1479774013.829733,204,1
1479774013.991555,199,0
1479774013.993832,66,1
1479774018.359467,421,1
1479774018.365561,493,1
1479774018.366946,489,1
1479774018.367133,469,1
1479774018.367292,501,1
1479774018.367451,483,1
1479774018.367613,485,1
1479774024.167781,46,1
1479774027.567803,46,1
1479774043.861132,204,1
1479774044.023244,199,0
1479774044.295459,199,0
1479774044.296551,66,1
1479774048.373321,421,1
1479774048.373548,493,1
1479774048.378790,489,1
1479774048.378977,469,1
1479774048.379133,501,1
1479774048.380425,483,1
1479774048.380619,485,1
1479774049.030245,42,0
1479774049.046138,42,1
1479774073.891575,204,1
1479774074.053427,199,0
1479774074.056129,66,1
1479774078.394003,421,1
1479774078.398494,493,1
1479774078.398673,489,1
1479774078.398825,469,1
1479774078.398977,501,1
1479774078.399128,483,1
1479774078.399277,485,1
1479774103.922321,204,1
1479774104.084253,199,0
1479774104.359487,199,0
1479774104.362641,66,1
1479774107.042794,381,1
1479774107.145780,381,1
1479774107.258403,74,0
1479774107.259533,74,1
1479774107.264994,66,0
1479774107.265054,74,0
1479774107.276407,252,0
1479774107.280363,74,1
1479774107.280434,66,1
1479774107.280600,1236,1
1479774107.280660,66,1
1479774107.281935,66,0
1479774107.283570,66,0
1479774107.285671,252,0
1479774107.287120,66,0
1479774107.290698,66,1
1479774107.297230,66,1
1479774107.297296,1236,1
1479774107.297356,66,1
1479774107.299645,66,0
1479774107.316942,66,0
1479774107.317892,66,1
1479774108.394685,421,1
1479774108.394912,493,1
1479774108.395670,489,1
1479774108.395863,469,1
1479774108.396028,501,1
1479774108.396189,483,1
1479774108.396347,485,1
1479774109.090241,42,0
1479774109.091269,42,1
1479774133.978398,204,1
1479774134.140301,199,0
1479774134.142676,66,1
1479774138.413778,421,1
1479774138.413989,493,1
1479774138.417442,489,1
1479774138.417632,469,1
1479774138.417789,501,1
1479774138.417949,483,1
1479774138.418111,485,1
1479774143.957117,113,1
1479774145.449971,46,1
1479774151.899110,46,1
1479774163.985071,204,1
1479774164.147012,199,0
1479774164.148651,66,1
1479774168.419868,421,1
1479774168.420057,493,1
1479774168.420247,489,1
1479774168.420416,469,1
1479774168.420574,501,1
1479774168.420730,483,1
1479774168.420882,485,1
1479774169.150247,42,0
1479774169.160532,42,1
1479774194.016258,204,1
1479774194.178254,199,0
1479774194.179360,66,1
1479774198.437314,421,1
1479774198.437525,493,1
1479774198.437699,489,1
1479774198.437878,469,1
1479774198.438034,501,1
1479774198.438187,483,1
1479774198.438342,485,1
1479774224.047251,204,1
1479774224.209116,199,0
1479774224.479603,199,0
1479774224.480897,66,1
1479774228.450536,421,1
1479774228.453029,493,1
1479774228.453178,489,1
1479774228.453293,469,1
1479774228.453408,501,1
1479774228.453519,483,1
1479774228.453635,485,1
1479774229.210245,42,0
1479774229.211276,42,1
1479774231.255638,381,1
1479774231.368467,381,1
1479774231.479060,74,0
1479774231.481328,74,1
1479774231.488504,66,0
1479774231.488536,252,0
1479774231.500387,66,1
1479774231.501455,1236,1
1479774231.501516,66,1
1479774231.504191,66,0
1479774231.517282,66,0
1479774231.523014,66,1
1479774231.523095,74,0
1479774231.524302,74,1
1479774231.526076,66,0
1479774231.536337,252,0
1479774231.537263,66,1
1479774231.537884,1236,1
1479774231.537960,66,1
1479774231.542972,66,0
1479774231.549510,66,0
1479774231.550471,66,1
1479774233.770019,86,1
1479774234.649995,86,1
1479774254.077701,204,1
1479774254.239584,199,0
1479774254.507588,199,0
1479774254.510362,66,1
1479774258.465221,421,1
1479774258.465438,493,1
1479774258.465612,489,1
1479774258.465783,469,1
1479774258.465954,501,1
1479774258.466124,483,1
1479774258.466292,485,1
1479774272.861229,46,1
1479774276.862391,46,1
1479774284.106854,204,1
1479774284.268739,199,0
1479774284.271089,66,1
1479774288.468837,421,1
1479774288.469038,493,1
1479774288.469205,489,1
1479774288.469368,469,1
1479774288.469518,501,1
1479774288.469662,483,1
1479774288.469802,485,1
1479774289.270239,42,0
1479774289.271293,42,1
1479774314.137210,204,1
1479774314.299237,199,0
1479774314.567652,199,0
1479774314.568800,66,1
1479774318.488205,421,1
1479774318.488408,493,1
1479774318.488663,489,1
1479774318.488836,469,1
1479774318.488983,501,1
1479774318.489262,483,1
1479774318.489418,485,1
1479774344.166645,204,1
1479774344.328504,199,0
1479774344.331020,66,1
1479774348.508734,421,1
1479774348.508922,493,1
1479774348.509083,489,1
1479774348.509250,469,1
1479774348.509411,501,1
1479774348.509570,483,1
1479774348.509730,485,1
1479774349.330249,42,0
1479774349.332777,42,1
1479774354.492394,86,1
1479774359.141361,86,1
1479774373.501208,381,1
1479774373.602633,381,1
1479774373.711121,74,0
1479774373.714585,74,1
1479774373.715863,66,0
1479774373.717320,252,0
1479774373.718350,66,1
1479774373.720298,1236,1
1479774373.723264,66,1
1479774373.725436,66,0
1479774373.732629,66,0
1479774373.733582,66,1
1479774373.757284,74,0
1479774373.759179,74,1
1479774373.764215,66,0
1479774373.764707,252,0
1479774373.767269,66,1
1479774373.767362,1236,1
1479774373.767433,66,1
1479774373.771930,66,0
1479774373.772047,66,0
1479774373.776763,66,1
1479774374.226592,204,1
1479774374.388534,199,0
1479774374.389687,66,1
1479774378.218786,421,1
1479774378.219448,493,1
1479774378.219636,489,1
1479774378.219798,469,1
1479774378.219953,501,1
1479774378.220110,483,1
1479774378.220311,485,1
1479774404.262602,204,1
1479774404.424612,199,0
1479774404.426869,66,1
1479774408.223079,421,1
1479774408.223316,493,1
1479774408.223732,489,1
1479774408.223904,469,1
1479774408.224064,501,1
1479774408.227707,483,1
1479774408.227885,485,1
1479774409.430231,42,0
1479774409.431627,42,1
1479774434.262290,204,1
1479774434.424246,199,0
1479774434.426963,66,1
1479774438.236704,421,1
1479774438.236924,493,1
1479774438.237100,489,1
1479774438.237289,469,1
1479774438.237470,501,1
1479774438.237644,483,1
1479774438.237809,485,1
1479774464.291045,204,1
1479774464.452915,199,0
1479774464.455339,66,1
1479774468.250872,421,1
1479774468.251081,493,1
1479774468.251259,489,1
1479774468.251432,469,1
1479774468.251608,501,1
1479774468.251783,483,1
1479774468.251944,485,1
1479774469.460233,42,0
1479774469.461255,42,1
1479774480.182787,86,1
1479774480.776306,86,1
1479774494.328525,204,1
1479774494.490391,199,0
1479774494.759750,199,0
1479774494.761909,66,1
1479774498.259916,421,1
1479774498.267751,493,1
1479774498.267944,489,1
1479774498.268107,469,1
1479774498.268265,501,1
1479774498.268426,483,1
1479774498.268591,485,1
1479774524.351185,204,1
1479774524.513208,199,0
1479774524.515663,66,1
1479774528.283271,421,1
1479774528.283512,493,1
1479774528.283698,489,1
1479774528.283861,469,1
1479774528.284025,501,1
1479774528.284375,483,1
1479774528.284552,485,1
1479774528.723233,46,1
1479774528.923159,46,1
1479774529.520232,42,0
1479774529.521575,42,1
1479774530.712865,381,1
1479774530.816284,381,1
1479774531.005096,74,0
1479774531.006744,74,1
1479774531.009054,66,0
1479774531.009087,252,0
1479774531.013234,74,0
1479774531.015884,66,1
1479774531.016827,1236,1
1479774531.016886,66,1
1479774531.017555,74,1
1479774531.026110,66,0
1479774531.027566,66,0
1479774531.027636,66,0
1479774531.035441,66,1
1479774531.040143,252,0
1479774531.047210,66,1
1479774531.047416,1236,1
1479774531.047473,66,1
1479774531.051131,66,0
1479774531.058420,66,0
1479774531.059442,66,1
1479774554.380372,204,1
1479774554.542308,199,0
1479774554.815841,199,0
1479774554.817068,66,1
1479774558.301493,421,1
1479774558.301726,493,1
1479774558.301915,489,1
1479774558.302079,469,1
1479774558.308875,501,1
1479774558.309089,483,1
1479774558.309276,485,1
1479774584.411216,204,1
1479774584.573174,199,0
1479774584.575473,66,1
1479774588.301995,421,1
1479774588.302220,493,1
1479774588.302975,489,1
1479774588.303165,469,1
1479774588.303327,501,1
1479774588.303488,483,1
1479774588.303647,485,1
1479774589.580248,42,0
1479774589.588155,42,1
1479774608.784180,86,1
1479774610.394170,86,1
1479774614.441904,204,1
1479774614.603802,199,0
1479774614.615101,66,1
1479774618.320760,421,1
1479774618.321004,493,1
1479774618.321189,489,1
1479774618.321352,469,1
1479774618.321509,501,1
1479774618.321668,483,1
1479774618.321831,485,1
1479774644.473875,204,1
1479774644.635902,199,0
1479774644.637568,66,1
1479774648.329283,421,1
1479774648.329520,493,1
1479774648.335166,489,1
1479774648.335373,469,1
1479774648.335534,501,1
1479774648.336781,483,1
1479774648.336979,485,1
1479774649.640241,42,0
1479774649.641199,42,1
1479774653.934673,46,1
1479774655.554488,46,1
1479774674.507304,204,1
1479774674.669535,199,0
1479774674.672103,66,1
1479774678.342730,421,1
1479774678.342978,493,1
1479774678.343159,489,1
1479774678.348780,469,1
1479774678.348976,501,1
1479774678.349133,483,1
1479774678.349294,485,1
1479774680.057276,381,1
1479774680.161109,381,1
1479774680.335990,42,1
1479774680.346694,74,0
1479774680.350011,74,1
1479774680.353472,66,0
1479774680.360352,252,0
1479774680.360422,74,0
1479774680.373512,66,1
1479774680.378145,74,1
1479774680.378214,1236,1
1479774680.378269,66,1
1479774680.393824,66,0
1479774680.395169,66,0
1479774680.409460,252,0
1479774680.410592,66,1
1479774680.411615,1236,1
1479774680.411695,66,1
1479774680.412665,66,0
1479774680.415860,66,0
1479774680.417140,66,1
1479774680.420773,66,0
1479774680.422783,66,1
1479774682.301521,381,1
1479774682.408854,381,1
1479774682.569512,74,0
1479774682.570662,74,1
1479774682.571708,66,0
1479774682.575473,252,0
1479774682.576520,66,1
1479774682.577605,1236,1
1479774682.577684,66,1
1479774682.579050,66,0
1479774682.583985,66,0
1479774682.586440,66,1
1479774682.587782,74,0
1479774682.588465,74,1
1479774682.589574,66,0
1479774682.601211,252,0
1479774682.605489,66,1
1479774682.607217,1236,1
1479774682.608328,66,1
1479774682.609729,66,0
1479774682.610831,66,0
1479774682.610897,66,0
1479774682.616168,66,1
1479774682.618920,74,0
1479774682.623859,74,1
1479774682.629211,66,0
1479774682.631821,252,0
1479774682.632857,66,1
1479774682.633529,1236,1
1479774682.633614,66,1
1479774682.636140,66,0
1479774682.651960,66,0
1479774682.652978,66,1
1479774682.657415,74,0
1479774682.658323,74,1
1479774682.659443,66,0
1479774682.668059,252,0
1479774682.669110,66,1
1479774682.669621,1236,1
1479774682.669696,66,1
1479774682.672927,66,0
1479774682.673843,66,0
1479774682.674866,66,1
1479774704.532660,204,1
1479774704.694763,199,0
1479774704.698396,66,1
1479774708.346069,421,1
1479774708.346311,493,1
1479774708.350463,489,1
1479774708.350656,469,1
1479774708.350818,501,1
1479774708.351866,483,1
1479774708.352060,485,1
1479774709.700246,42,0
1479774709.701272,42,1
1479774733.267160,86,1
1479774734.563274,204,1
1479774734.725177,199,0
1479774734.727519,66,1
1479774735.055514,86,1
1479774738.365180,421,1
1479774738.365424,493,1
1479774738.365603,489,1
1479774738.365775,469,1
1479774738.366343,501,1
1479774738.366524,483,1
1479774738.368216,485,1
1479774743.902866,113,1
1479774764.594515,204,1
1479774764.756441,199,0
1479774764.758785,66,1
1479774768.391750,421,1
1479774768.396767,493,1
1479774768.396967,489,1
1479774768.397132,469,1
1479774768.397290,501,1
1479774768.397448,483,1
1479774768.397609,485,1
1479774769.760245,42,0
1479774769.763499,42,1
1479774774.697146,46,1
1479774775.106709,46,1
1479774794.625762,204,1
1479774794.787732,199,0
1479774794.790169,66,1
1479774798.401031,421,1
1479774798.405024,493,1
1479774798.405222,489,1
1479774798.405369,469,1
1479774798.405512,501,1
