timestamp,packet_size,direction,iat
1479772908.700490,469,1,0.000171900
1479772908.700632,501,1,0.000142097
1479772908.700775,483,1,0.000142813
1479772908.705111,485,1,0.004336119
1479772932.715531,204,1,24.010420084
1479772932.884378,199,0,0.168846846
1479772932.886791,66,1,0.002413034
1479772937.890238,42,0,5.003447056
1479772937.893603,42,1,0.003365040
1479772938.719769,421,1,0.826165915
1479772938.719998,493,1,0.000228882
1479772938.720190,489,1,0.000192165
1479772938.720393,469,1,0.000202894
1479772938.720559,501,1,0.000165939
1479772938.720720,483,1,0.000161171
1479772938.720881,485,1,0.000160933
1479772943.897979,113,1,5.177098036
1479772962.746969,204,1,18.848989964
1479772962.908976,199,0,0.162007093
1479772962.911727,66,1,0.002750874
1479772967.910232,42,0,4.998505116
1479772967.911301,42,1,0.001068830
1479772968.739925,421,1,0.828624010
1479772968.740149,493,1,0.000224113
1479772968.740381,489,1,0.000231981
1479772968.740551,469,1,0.000169992
1479772968.740714,501,1,0.000163078
1479772968.740876,483,1,0.000161886
1479772968.741039,485,1,0.000163078
1479772977.336207,86,1,8.595167875
1479772979.016243,86,1,1.680036068
1479772992.782372,204,1,13.766129017
1479772992.955295,199,0,0.172923088
1479772992.957583,66,1,0.002287865
1479772997.960244,42,0,5.002660990
1479772997.961370,42,1,0.001126051
1479772998.745618,421,1,0.784248114
1479772998.745842,493,1,0.000223875
1479772998.746038,489,1,0.000195980
1479772998.746206,469,1,0.000168085
1479772998.746365,501,1,0.000159025
1479772998.746527,483,1,0.000161886
1479772998.746782,485,1,0.000255108
1479773022.809519,204,1,24.062736988
1479773022.971643,199,0,0.162123919
1479773022.973894,66,1,0.002250910
1479773023.696819,46,1,0.722925186
1479773025.276946,46,1,1.580127001
1479773027.980228,42,0,2.703281879
1479773027.981383,42,1,0.001155138
1479773028.765519,421,1,0.784135818
1479773028.765756,493,1,0.000236988
1479773028.765938,489,1,0.000182152
1479773028.766116,469,1,0.000177860
1479773028.769685,501,1,0.003569126
1479773028.769863,483,1,0.000177860
1479773028.770021,485,1,0.000158072
1479773041.606287,381,1,12.836266041
1479773041.792076,74,0,0.185789108
1479773041.793267,74,1,0.001190901
1479773041.794304,66,0,0.001036882
1479773041.795371,252,0,0.001067162
1479773041.796818,66,1,0.001446962
1479773041.798035,1236,1,0.001216888
1479773041.798444,66,1,0.000409126
1479773041.799409,66,0,0.000964880
1479773041.800742,66,0,0.001332998
1479773041.801599,66,1,0.000857115
1479773052.841545,204,1,11.039946079
1479773053.003518,199,0,0.161973000
1479773053.004671,66,1,0.001152992
1479773058.010250,42,0,5.005578995
1479773058.012518,42,1,0.002267838
1479773058.772776,421,1,0.760257959
1479773058.772985,493,1,0.000209093
1479773058.773160,489,1,0.000174999
1479773058.773338,469,1,0.000178099
1479773058.773516,501,1,0.000177860
1479773058.773704,483,1,0.000188112
1479773058.773876,485,1,0.000171900
1479773082.872347,204,1,24.098471165
1479773083.034234,199,0,0.161886930
1479773083.036531,66,1,0.002296925
1479773088.040241,42,0,5.003710032
1479773088.041354,42,1,0.001112938
1479773088.801718,421,1,0.760364056
1479773088.801942,493,1,0.000224113
1479773088.802127,489,1,0.000184774
1479773088.802296,469,1,0.000169039
1479773088.802461,501,1,0.000164986
1479773088.802627,483,1,0.000166178
1479773088.802805,485,1,0.000177860
1479773102.527655,86,1,13.724849939
1479773105.087597,86,1,2.559942007
1479773112.903057,204,1,7.815460205
1479773113.090026,199,0,0.186968803
1479773113.093248,66,1,0.003221989
1479773118.090233,42,0,4.996985197
1479773118.091297,42,1,0.001063824
1479773118.799636,421,1,0.708338976
1479773118.808832,493,1,0.009196043
1479773118.809035,489,1,0.000203133
1479773118.809208,469,1,0.000172853
1479773118.809381,501,1,0.000173092
1479773118.809556,483,1,0.000174999
1479773118.809741,485,1,0.000185013
1479773142.935843,204,1,24.126101971
1479773143.097656,199,0,0.161813021
1479773143.373115,199,0,0.275459051
1479773143.374296,66,1,0.001180887
1479773145.788033,46,1,2.413737059
1479773148.100243,42,0,2.312210083
1479773148.103501,42,1,0.003257990
1479773148.820090,421,1,0.716588974
1479773148.820382,493,1,0.000292063
1479773148.820576,489,1,0.000193834
1479773148.820763,469,1,0.000187159
1479773148.820952,501,1,0.000188828
1479773148.821139,483,1,0.000187159
1479773148.821325,485,1,0.000185966
1479773151.318173,46,1,2.496847868
1479773166.724518,381,1,15.406345129
1479773166.825646,381,1,0.101127863
1479773166.944070,74,0,0.118424177
1479773166.946490,74,1,0.002419949
1479773166.950120,66,0,0.003629923
1479773166.950424,252,0,0.000303984
1479773166.954563,66,1,0.004138947
1479773166.954654,1236,1,0.000091076
1479773166.954716,66,1,0.000061989
1479773166.956298,66,0,0.001582146
1479773166.966750,66,0,0.010451794
1479773166.968621,66,1,0.001871109
1479773167.005011,74,0,0.036390066
1479773167.006582,74,1,0.001570940
1479773167.010308,66,0,0.003726006
1479773167.010380,252,0,0.000072002
1479773167.016938,66,1,0.006557941
1479773167.017807,1236,1,0.000869036
1479773167.017881,66,1,0.000073910
1479773167.024080,66,0,0.006199121
1479773167.036685,66,0,0.012604952
1479773167.037625,66,1,0.000940084
1479773172.967682,204,1,5.930056810
1479773173.129691,199,0,0.162009001
1479773173.132127,66,1,0.002436161
1479773178.130245,42,0,4.998117924
1479773178.132581,42,1,0.002336025
1479773178.831642,421,1,0.699060917
1479773178.831893,493,1,0.000251055
1479773178.832079,489,1,0.000185966
1479773178.832265,469,1,0.000185966
1479773178.832444,501,1,0.000179052
1479773178.832624,483,1,0.000180006
1479773178.832823,485,1,0.000199080
1479773202.995869,204,1,24.163045883
1479773203.158007,199,0,0.162137985
1479773203.160274,66,1,0.002267122
1479773208.160240,42,0,4.999965906
1479773208.164999,42,1,0.004759073
1479773208.832388,421,1,0.667388916
1479773208.832603,493,1,0.000215054
1479773208.832782,489,1,0.000179052
1479773208.832963,469,1,0.000180960
1479773208.833142,501,1,0.000179052
1479773208.833318,483,1,0.000175953
1479773208.833502,485,1,0.000184059
1479773232.086377,86,1,23.252874851
1479773232.848999,86,1,0.762622118
1479773233.025363,204,1,0.176363945
1479773233.197588,199,0,0.172224998
1479773233.468917,199,0,0.271328926
1479773233.477507,66,1,0.008590221
1479773238.200241,42,0,4.722733974
1479773238.201405,42,1,0.001163960
1479773238.853213,421,1,0.651808023
1479773238.853467,493,1,0.000253916
1479773238.859250,489,1,0.005783081
1479773238.859453,469,1,0.000202894
1479773238.859633,501,1,0.000180006
1479773238.859812,483,1,0.000179052
1479773238.859990,485,1,0.000177860
1479773263.056996,204,1,24.197006226
1479773263.218820,199,0,0.161823988
1479773263.223080,66,1,0.004259825
1479773268.079338,46,1,4.856258154
1479773268.220242,42,0,0.140903950
1479773268.221602,42,1,0.001359940
1479773268.863034,421,1,0.641432047
1479773268.863294,493,1,0.000259876
1479773268.863481,489,1,0.000187159
1479773268.863662,469,1,0.000180960
1479773268.864135,501,1,0.000473022
1479773268.864335,483,1,0.000200033
1479773268.864523,485,1,0.000187874
1479773275.799702,46,1,6.935178995
1479773293.088183,204,1,17.288480997
1479773293.250193,199,0,0.162010193
1479773293.254107,66,1,0.003913879
1479773298.250243,42,0,4.996135950
1479773298.252634,42,1,0.002391100
1479773298.881008,421,1,0.628373861
1479773298.881256,493,1,0.000248194
1479773298.881707,489,1,0.000450850
1479773298.881912,469,1,0.000205040
1479773298.884450,501,1,0.002537966
1479773298.884650,483,1,0.000200033
1479773298.884829,485,1,0.000179052
1479773323.118805,204,1,24.233975887
1479773323.280724,199,0,0.161919117
1479773323.282151,66,1,0.001426935
1479773325.938642,381,1,2.656491041
1479773326.045373,381,1,0.106730938
1479773326.276636,74,0,0.231262922
1479773326.290176,74,1,0.013540030
1479773326.295106,66,0,0.004930019
1479773326.295234,252,0,0.000128031
1479773326.303840,66,1,0.008605957
1479773326.304435,1236,1,0.000595093
1479773326.304501,66,1,0.000066042
1479773326.307990,66,0,0.003489017
1479773326.315815,66,0,0.007824898
1479773326.318247,66,1,0.002432108
1479773326.364768,74,0,0.046520948
1479773326.366724,74,1,0.001955986
1479773326.369381,66,0,0.002656937
1479773326.372200,252,0,0.002819061
1479773326.373838,66,1,0.001637936
1479773326.374252,1236,1,0.000414133
1479773326.374318,66,1,0.000065804
1479773326.379488,66,0,0.005170107
1479773326.391786,66,0,0.012298107
1479773326.393113,66,1,0.001326799
1479773328.290247,42,0,1.897134066
1479773328.291349,42,1,0.001101971
1479773328.883746,421,1,0.592396975
1479773328.883961,493,1,0.000215054
1479773328.884142,489,1,0.000180960
1479773328.884316,469,1,0.000174046
1479773328.884495,501,1,0.000179052
1479773328.884674,483,1,0.000179052
1479773328.884862,485,1,0.000187874
1479773352.880418,86,1,23.995556116
1479773353.150333,204,1,0.269914865
1479773353.312282,199,0,0.161949158
1479773353.584636,199,0,0.272353888
1479773353.585821,66,1,0.001184940
1479773354.651410,86,1,1.065589190
1479773358.320242,42,0,3.668831825
1479773358.321362,42,1,0.001120090
1479773358.904466,421,1,0.583103895
1479773358.904721,493,1,0.000255108
1479773358.904912,489,1,0.000190973
1479773358.905103,469,1,0.000190973
1479773358.905289,501,1,0.000185966
1479773358.905756,483,1,0.000467062
1479773358.905960,485,1,0.000204086
1479773383.182311,204,1,24.276350975
1479773383.344125,199,0,0.161813974
1479773383.346406,66,1,0.002280951
1479773388.350241,42,0,5.003834963
1479773388.355945,42,1,0.005704165
1479773388.926222,421,1,0.570276976
1479773388.926450,493,1,0.000227928
1479773388.926641,489,1,0.000190973
1479773388.926818,469,1,0.000176907
1479773388.926978,501,1,0.000160217
1479773388.927140,483,1,0.000161886
1479773388.927301,485,1,0.000160933
1479773398.900906,46,1,9.973605156
1479773399.090696,46,1,0.189790010
1479773413.211555,204,1,14.120858908
1479773413.373446,199,0,0.161890984
1479773413.377440,66,1,0.003993988
1479773418.380246,42,0,5.002805948
1479773418.381327,42,1,0.001080990
1479773418.927657,421,1,0.546329975
1479773418.928730,493,1,0.001073122
1479773418.928921,489,1,0.000190973
1479773418.929088,469,1,0.000167131
1479773418.929250,501,1,0.000161886
1479773418.929410,483,1,0.000159979
1479773418.929577,485,1,0.000167131
1479773443.244858,204,1,24.315280914
1479773443.406656,199,0,0.161798000
1479773443.409053,66,1,0.002397060
1479773448.410241,42,0,5.001187801
1479773448.412378,42,1,0.002137184
1479773448.947465,421,1,0.535086870
1479773448.949769,493,1,0.002304077
1479773448.949919,489,1,0.000149965
1479773448.950037,469,1,0.000118017
1479773448.950156,501,1,0.000118971
1479773448.954133,483,1,0.003977060
1479773448.954327,485,1,0.000194073
1479773473.295198,204,1,24.340870857
1479773473.460399,199,0,0.165200949
1479773473.461931,66,1,0.001532078
1479773478.470248,42,0,5.008316994
1479773478.471730,42,1,0.001482010
1479773478.960914,421,1,0.489183903
1479773478.964513,493,1,0.003599167
1479773478.964694,489,1,0.000180960
1479773478.964845,469,1,0.000150919
1479773478.964995,501,1,0.000149965
1479773478.965149,483,1,0.000154018
1479773478.965302,485,1,0.000153065
1479773480.041684,86,1,1.076381922
1479773483.254592,86,1,3.212908030
1479773503.334343,204,1,20.079751015
1479773503.496196,199,0,0.161853075
1479773503.764340,199,0,0.268143892
1479773503.777360,66,1,0.013020039
1479773504.155220,381,1,0.377860069
1479773504.274141,381,1,0.118921041
1479773504.498280,74,0,0.224138975
1479773504.500337,74,1,0.002056837
1479773504.502799,66,0,0.002462149
1479773504.505625,252,0,0.002825975
1479773504.518206,66,1,0.012580872
1479773504.519276,1236,1,0.001070023
1479773504.519358,66,1,0.000082016
1479773504.521142,66,0,0.001784086
1479773504.534872,66,0,0.013730049
1479773504.536126,66,1,0.001253843
1479773504.545243,74,0,0.009117126
1479773504.552347,74,1,0.007103920
1479773504.554404,66,0,0.002057076
1479773504.562060,252,0,0.007656097
1479773504.565501,66,1,0.003440857
1479773504.567684,1236,1,0.002182961
1479773504.567746,66,1,0.000061989
1479773504.573573,66,0,0.005827188
1479773504.582306,66,0,0.008732796
1479773504.583207,66,1,0.000900984
1479773508.500247,42,0,3.917040110
1479773508.503555,42,1,0.003308058
1479773508.960609,421,1,0.457053900
1479773508.960806,493,1,0.000196934
1479773508.967585,489,1,0.006779194
1479773508.967778,469,1,0.000192881
1479773508.967940,501,1,0.000162125
1479773508.968099,483,1,0.000159025
1479773508.970194,485,1,0.002094984
1479773524.253683,46,1,15.283488989
1479773527.532176,46,1,3.278492928
1479773533.336553,204,1,5.804377079
1479773533.518027,199,0,0.181473970
1479773533.520589,66,1,0.002562046
1479773538.520241,42,0,4.999651909
1479773538.521263,42,1,0.001021862
1479773538.968842,421,1,0.447579145
1479773538.969372,493,1,0.000530005
1479773538.969543,489,1,0.000170946
1479773538.969688,469,1,0.000144958
1479773538.969841,501,1,0.000153065
1479773538.969995,483,1,0.000154018
1479773538.970140,485,1,0.000144958
1479773543.892055,113,1,4.921915054
1479773563.366361,204,1,19.474305868
1479773563.528290,199,0,0.161929131
1479773563.531318,66,1,0.003027916
1479773568.530238,42,0,4.998919964
1479773568.536743,42,1,0.006505013
1479773568.990911,421,1,0.454168081
1479773568.993739,493,1,0.002827883
1479773568.993931,489,1,0.000192165
1479773568.994095,469,1,0.000164032
1479773568.994255,501,1,0.000159979
1479773568.994415,483,1,0.000159979
1479773568.994575,485,1,0.000159979
1479773593.397646,204,1,24.403070927
1479773593.559653,199,0,0.162007093
1479773593.568274,66,1,0.008620977
1479773598.560242,42,0,4.991967916
1479773598.561728,42,1,0.001486063
1479773599.005666,421,1,0.443938017
1479773599.006089,493,1,0.000422955
1479773599.006254,489,1,0.000164986
1479773599.011880,469,1,0.005625963
1479773599.012064,501,1,0.000184059
1479773599.012226,483,1,0.000162125
1479773599.012390,485,1,0.000163794
1479773603.793230,86,1,4.780840158
1479773608.666119,86,1,4.872889042
1479773623.429641,204,1,14.763521910
1479773623.591542,199,0,0.161900997
1479773623.598548,66,1,0.007005930
1479773628.600229,42,0,5.001681089
1479773628.601367,42,1,0.001137972
1479773629.011519,421,1,0.410151958
1479773629.014651,493,1,0.003132105
1479773629.014849,489,1,0.000197887
1479773629.015006,469,1,0.000157118
1479773629.015170,501,1,0.000164032
1479773629.015330,483,1,0.000159979
1479773629.015492,485,1,0.000161886
1479773649.375553,381,1,20.360060930
1479773649.470632,381,1,0.095079184
1479773649.580104,74,0,0.109472036
1479773649.583992,74,0,0.003887892
1479773649.585273,74,1,0.001281023
1479773649.587121,74,1,0.001847982
1479773649.587730,66,0,0.000608921
1479773649.589243,66,0,0.001513004
1479773649.593285,252,0,0.004042149
1479773649.596270,252,0,0.002985001
1479773649.603119,66,1,0.006848812
1479773649.609435,1236,1,0.006316185
1479773649.609494,66,1,0.000058889
1479773649.609550,66,1,0.000056028
1479773649.610361,1236,1,0.000811100
1479773649.610427,66,1,0.000065804
1479773649.613731,66,0,0.003304005
1479773649.617445,66,0,0.003714085
1479773649.620336,66,0,0.002891064
1479773649.621618,66,1,0.001281977
1479773649.624530,66,0,0.002912045
1479773649.625727,66,1,0.001196861
1479773651.515200,46,1,1.889472961
1479773652.843520,46,1,1.328320026
1479773653.460175,204,1,0.616655111
1479773653.622301,199,0,0.162126064
1479773653.624232,66,1,0.001930952
1479773658.630239,42,0,5.006006956
1479773658.634326,42,1,0.004086971
1479773659.012716,421,1,0.378390074
1479773659.014850,493,1,0.002133846
1479773659.015035,489,1,0.000185013
1479773659.015203,469,1,0.000168085
1479773659.015368,501,1,0.000164986
1479773659.015529,483,1,0.000160933
1479773659.015691,485,1,0.000162125
1479773683.489920,204,1,24.474228859
1479773683.651848,199,0,0.161928177
1479773683.654499,66,1,0.002650976
1479773688.222571,421,1,4.568071842
1479773688.224056,493,1,0.001485109
1479773688.224244,489,1,0.000188112
1479773688.224405,469,1,0.000160933
1479773688.224564,501,1,0.000159025
1479773688.224726,483,1,0.000161886
1479773688.224890,485,1,0.000164032
1479773688.660233,42,0,0.435343027
1479773688.661359,42,1,0.001126051
1479773713.519559,204,1,24.858199835
1479773713.682983,199,0,0.163424015
1479773713.684417,66,1,0.001434088
1479773718.242336,421,1,4.557919025
1479773718.242576,493,1,0.000239849
1479773718.242757,489,1,0.000181198
1479773718.242934,469,1,0.000176907
1479773718.243096,501,1,0.000162125
1479773718.243255,483,1,0.000158787
1479773718.243415,485,1,0.000160217
1479773718.690240,42,0,0.446824789
1479773718.692120,42,1,0.001880169
1479773724.961453,86,1,6.269332886
1479773730.864478,86,1,5.903025150
1479773743.553723,204,1,12.689244986
1479773743.715622,199,0,0.161898851
1479773743.717299,66,1,0.001677036
1479773748.249762,421,1,4.532463074
1479773748.256946,493,1,0.007184029
1479773748.257135,489,1,0.000188828
1479773748.257292,469,1,0.000157118
1479773748.257450,501,1,0.000158072
1479773748.257609,483,1,0.000158787
1479773748.257770,485,1,0.000161171
1479773748.720230,42,0,0.462460041
1479773748.721342,42,1,0.001111984
1479773773.580663,204,1,24.859320879
1479773773.751286,199,0,0.170623064
1479773773.754046,66,1,0.002759933
1479773778.265065,46,1,4.511018991
1479773778.272977,421,1,0.007912159
1479773778.273196,493,1,0.000218868
1479773778.273380,489,1,0.000184059
1479773778.273551,469,1,0.000170946
1479773778.273716,501,1,0.000164986
1479773778.273877,483,1,0.000160933
1479773778.274038,485,1,0.000161171
1479773778.597026,46,1,0.322988033
1479773803.613895,204,1,25.016868830
1479773803.776020,199,0,0.162125111
1479773803.782883,66,1,0.006862879
1479773808.280156,421,1,4.497272968
1479773808.301526,493,1,0.021370173
1479773808.301718,489,1,0.000191927
1479773808.301876,469,1,0.000158072
1479773808.302036,501,1,0.000159979
1479773808.302196,483,1,0.000159979
1479773808.302359,485,1,0.000163078
1479773808.780243,42,0,0.477883816
1479773808.781369,42,1,0.001126051
1479773819.582439,381,1,10.801069975
1479773819.684877,381,1,0.102437973
1479773819.803396,74,0,0.118519068
1479773819.808879,74,1,0.005482912
1479773819.812246,66,0,0.003367186
1479773819.816688,252,0,0.004441977
1479773819.822074,66,1,0.005385876
1479773819.822319,1236,1,0.000245094
1479773819.822386,66,1,0.000066996
1479773819.825424,66,0,0.003037930
1479773819.843082,66,0,0.017657995
1479773819.844063,66,1,0.000981092
1479773819.861556,74,0,0.017493010
1479773819.872889,74,1,0.011332989
1479773819.875388,66,0,0.002498865
1479773819.883020,252,0,0.007632017
1479773819.884117,66,1,0.001096964
1479773819.884627,1236,1,0.000510216
1479773819.884704,66,1,0.000077009
1479773819.886630,66,0,0.001925945
1479773819.895815,66,0,0.009184837
1479773819.897102,66,1,0.001287222
1479773833.643157,204,1,13.746054888
1479773833.805189,199,0,0.162031889
1479773834.079645,199,0,0.274456024
1479773834.081269,66,1,0.001624107
1479773838.280749,421,1,4.199480057
1479773838.280972,493,1,0.000222921
1479773838.281933,489,1,0.000961065
1479773838.282078,469,1,0.000144958
1479773838.282196,501,1,0.000118017
1479773838.290642,483,1,0.008445978
1479773838.290822,485,1,0.000180006
1479773853.505907,86,1,15.215085030
1479773859.398718,86,1,5.892811060
1479773863.674052,204,1,4.275333881
1479773863.836043,199,0,0.161990881
1479773864.111614,199,0,0.275571108
1479773864.114827,66,1,0.003212929
1479773868.291666,421,1,4.176839113
1479773868.296076,493,1,0.004410028
1479773868.296266,489,1,0.000190020
1479773868.296424,469,1,0.000157833
1479773868.296582,501,1,0.000158072
1479773868.296741,483,1,0.000159025
1479773868.296910,485,1,0.000169039
1479773868.840231,42,0,0.543320894
1479773868.841655,42,1,0.001424074
1479773893.705762,204,1,24.864106894
1479773893.867959,199,0,0.162197113
1479773893.870344,66,1,0.002384901
1479773897.717428,46,1,3.847084045
1479773897.966193,46,1,0.248764992
1479773898.313138,421,1,0.346945047
1479773898.313365,493,1,0.000226974
1479773898.313548,489,1,0.000183105
1479773898.313727,469,1,0.000178814
1479773898.314629,501,1,0.000902176
1479773898.314802,483,1,0.000172853
1479773898.314957,485,1,0.000154972
1479773923.736841,204,1,25.421884060
1479773923.898600,199,0,0.161759138
1479773923.900975,66,1,0.002374887
1479773928.333923,421,1,4.432948112
1479773928.334148,493,1,0.000224829
1479773928.338786,489,1,0.004637957
1479773928.338979,469,1,0.000193119
1479773928.339143,501,1,0.000164032
1479773928.339304,483,1,0.000160933
1479773928.339464,485,1,0.000159979
1479773928.900249,42,0,0.560785055
1479773928.901320,42,1,0.001070976
1479773953.767935,204,1,24.866615057
1479773953.929988,199,0,0.162052870
1479773953.931308,66,1,0.001320124
1479773958.340500,421,1,4.409192085
1479773958.347678,493,1,0.007177830
1479773958.348632,489,1,0.000954151
1479773958.348818,469,1,0.000185966
1479773958.348975,501,1,0.000156879
1479773958.349134,483,1,0.000159025
1479773958.349298,485,1,0.000164032
1479773963.796623,381,1,5.447324991
1479773963.903779,381,1,0.107156038
1479773964.018285,74,0,0.114506006
1479773964.019704,74,1,0.001419067
1479773964.021077,66,0,0.001372814
1479773964.024979,252,0,0.003902197
1479773964.026182,66,1,0.001202822
1479773964.027659,1236,1,0.001477003
1479773964.030964,66,1,0.003304958
1479773964.031898,66,0,0.000934124
1479773964.036896,66,0,0.004997969
1479773964.039490,66,0,0.002593994
1479773964.040006,66,1,0.000515938
1479773964.053282,74,0,0.013276100
1479773964.054189,74,1,0.000906944
1479773964.055016,66,0,0.000827074
1479773964.058975,252,0,0.003958941
1479773964.059942,66,1,0.000967026
1479773964.062908,1236,1,0.002965927
1479773964.063064,66,1,0.000156164
1479773964.066101,66,0,0.003036976
1479773964.067029,66,0,0.000927925
1479773964.072104,66,1,0.005074978
1479773977.060898,86,1,12.988794088
1479773983.800597,204,1,6.739698887
1479773983.962434,199,0,0.161837101
1479773983.964780,66,1,0.002346039
1479773984.967298,86,1,1.002517939
1479773988.348004,421,1,3.380706072
1479773988.348229,493,1,0.000224829
1479773988.348404,489,1,0.000174999
1479773988.348576,469,1,0.000172138
1479773988.348736,501,1,0.000159979
1479773988.348894,483,1,0.000157833
1479773988.349057,485,1,0.000163078
1479773988.970241,42,0,0.621184111
1479773988.973123,42,1,0.002882004
1479774013.829733,204,1,24.856609821
1479774013.991555,199,0,0.161822081
1479774013.993832,66,1,0.002277136
1479774018.359467,421,1,4.365634918
1479774018.365561,493,1,0.006093979
1479774018.366946,489,1,0.001384974
1479774018.367133,469,1,0.000186920
1479774018.367292,501,1,0.000159025
1479774018.367451,483,1,0.000159025
1479774018.367613,485,1,0.000162125
1479774024.167781,46,1,5.800168037
1479774027.567803,46,1,3.400021791
1479774043.861132,204,1,16.293329000
1479774044.023244,199,0,0.162111998
1479774044.295459,199,0,0.272215128
1479774044.296551,66,1,0.001091957
1479774048.373321,421,1,4.076770067
1479774048.373548,493,1,0.000226974
1479774048.378790,489,1,0.005241871
1479774048.378977,469,1,0.000187159
1479774048.379133,501,1,0.000155926
1479774048.380425,483,1,0.001291990
1479774048.380619,485,1,0.000194073
1479774049.030245,42,0,0.649626017
1479774049.046138,42,1,0.015892982
1479774073.891575,204,1,24.845437050
1479774074.053427,199,0,0.161851883
1479774074.056129,66,1,0.002701998
1479774078.394003,421,1,4.337873936
1479774078.398494,493,1,0.004491091
1479774078.398673,489,1,0.000179052
1479774078.398825,469,1,0.000151873
1479774078.398977,501,1,0.000152111
1479774078.399128,483,1,0.000150919
1479774078.399277,485,1,0.000149012
1479774103.922321,204,1,25.523044109
1479774104.084253,199,0,0.161931992
1479774104.359487,199,0,0.275233984
1479774104.362641,66,1,0.003154039
1479774107.042794,381,1,2.680152893
1479774107.145780,381,1,0.102986097
1479774107.258403,74,0,0.112622976
1479774107.259533,74,1,0.001129866
1479774107.264994,66,0,0.005460978
1479774107.265054,74,0,0.000060081
1479774107.276407,252,0,0.011353016
1479774107.280363,74,1,0.003956079
1479774107.280434,66,1,0.000070810
1479774107.280600,1236,1,0.000166178
1479774107.280660,66,1,0.000059843
1479774107.281935,66,0,0.001275063
1479774107.283570,66,0,0.001635075
1479774107.285671,252,0,0.002100945
1479774107.287120,66,0,0.001449108
1479774107.290698,66,1,0.003577948
1479774107.297230,66,1,0.006531954
1479774107.297296,1236,1,0.000066042
1479774107.297356,66,1,0.000059843
1479774107.299645,66,0,0.002289057
1479774107.316942,66,0,0.017297029
1479774107.317892,66,1,0.000950098
1479774108.394685,421,1,1.076792955
1479774108.394912,493,1,0.000226974
1479774108.395670,489,1,0.000757933
1479774108.395863,469,1,0.000193119
1479774108.396028,501,1,0.000164986
1479774108.396189,483,1,0.000160933
1479774108.396347,485,1,0.000158072
1479774109.090241,42,0,0.693893909
1479774109.091269,42,1,0.001028061
1479774133.978398,204,1,24.887129068
1479774134.140301,199,0,0.161902905
1479774134.142676,66,1,0.002375126
1479774138.413778,421,1,4.271101952
1479774138.413989,493,1,0.000211000
1479774138.417442,489,1,0.003453016
1479774138.417632,469,1,0.000190020
1479774138.417789,501,1,0.000156879
1479774138.417949,483,1,0.000159979
1479774138.418111,485,1,0.000162125
1479774143.957117,113,1,5.539005995
1479774145.449971,46,1,1.492853880
1479774151.899110,46,1,6.449139118
1479774163.985071,204,1,12.085960865
1479774164.147012,199,0,0.161941051
1479774164.148651,66,1,0.001638889
1479774168.419868,421,1,4.271217108
1479774168.420057,493,1,0.000189066
1479774168.420247,489,1,0.000190020
1479774168.420416,469,1,0.000169039
1479774168.420574,501,1,0.000157833
1479774168.420730,483,1,0.000156164
1479774168.420882,485,1,0.000151873
