timestamp,packet_size,direction
1479778343.934624,113,1
1479778426.853169,172,1
1479778426.997685,135,0
1479778427.000115,66,1
1479778432.000242,42,0
1479778432.001027,42,1
1479778662.829742,172,1
1479778662.974296,135,0
1479778663.234351,135,0
1479778663.235375,66,1
1479778667.980241,42,0
1479778667.981002,42,1
1479778899.018254,172,1
1479778899.163697,135,0
1479778899.422417,135,0
1479778899.423248,66,1
1479778904.170239,42,0
1479778904.170998,42,1
1479778943.927547,113,1
1479779135.198642,172,1
1479779135.343357,135,0
1479779135.345842,66,1
1479779140.350248,42,0
1479779140.351051,42,1
1479779371.175234,172,1
1479779371.319680,135,0
1479779371.322667,66,1
1479779376.320235,42,0
1479779376.321003,42,1
1479779543.966316,113,1
1479779607.152813,172,1
1479779607.297320,135,0
1479779607.301186,66,1
1479779612.300242,42,0
1479779612.301029,42,1
1479779843.204291,172,1
1479779843.348781,135,0
1479779843.357083,66,1
1479779848.350254,42,0
1479779848.351029,42,1
1479780079.183278,172,1
1479780079.327801,135,0
1479780079.330249,66,1
1479780084.330240,42,0
1479780084.330998,42,1
1479780111.456394,75,1
1479780111.477649,533,0
1479780111.480071,90,1
1479780116.459251,42,1
1479780116.459308,42,0
1479780116.496547,90,1
1479780121.495999,90,1
1479780121.772818,90,0
1479780126.780239,42,0
1479780126.785520,42,1
1479780143.956942,113,1
1479780315.157302,172,1
1479780315.301957,135,0
1479780315.304505,66,1
1479780320.310232,42,0
1479780320.311568,42,1
1479780551.133851,172,1
1479780551.663362,172,1
1479780552.716854,172,1
1479780554.828854,172,1
1479780556.335389,103,1
1479780559.052856,172,1
1479780561.332826,42,1
1479780561.332865,42,0
1479780562.335939,42,1
1479780562.335980,42,0
1479780567.500920,172,1
1479780574.117676,80,1
1479780574.126689,418,0
1479780574.147268,74,1
1479780574.381230,74,0
1479780574.382038,66,1
1479780574.383006,281,1
1479780574.616991,66,0
1479780574.620308,1514,0
1479780574.620426,1514,0
1479780574.620509,743,0
1479780574.624904,66,1
1479780574.625028,66,1
1479780574.625096,66,1
1479780574.713490,200,1
1479780574.948168,300,0
1479780574.950483,66,1
1479780575.055010,620,1
1479780575.328183,66,0
1479780575.410304,167,0
1479780575.449471,66,1
1479780575.574040,284,1
1479780575.807940,66,0
1479780575.814950,135,0
1479780575.884945,66,1
1479780579.130242,42,0
1479780579.131023,42,1
1479780584.396950,172,1
1479780618.189024,172,1
1479780623.188943,42,1
1479780623.188987,42,0
1479780685.773162,172,1
1479780690.773080,42,1
1479780690.773123,42,0
1479780743.951599,113,1
1479780811.758381,172,1
1479780811.997978,135,0
1479780812.377537,172,1
1479780812.564152,135,0
1479780812.565299,66,1
1479780812.616551,78,0
1479780817.000240,42,0
1479780817.001036,42,1
1479780893.965610,42,1
1479780894.001261,126,0
1479781046.178698,172,1
1479781046.412405,66,0
1479781046.413469,135,0
1479781046.415447,66,1
1479781051.420241,42,0
1479781051.421076,42,1
1479781282.256771,172,1
1479781282.496316,135,0
1479781282.498768,66,1
1479781287.500251,42,0
1479781287.501026,42,1
1479781343.950739,113,1
1479781518.335795,172,1
1479781518.569994,135,0
1479781518.572471,66,1
1479781523.570243,42,0
1479781523.571033,42,1
1479781754.522332,172,1
1479781754.756525,135,0
1479781754.759083,66,1
1479781759.760242,42,0
1479781759.761609,42,1
1479781943.964775,113,1
1479781990.492718,172,1
1479781990.727671,135,0
1479781990.730113,66,1
1479781995.730236,42,0
1479781995.731039,42,1
1479782226.573180,172,1
1479782226.807452,135,0
1479782226.809839,66,1
1479782231.810244,42,0
1479782231.811042,42,1
1479782462.553633,172,1
1479782462.793344,135,0
1479782462.796134,66,1
1479782467.800238,42,0
1479782467.801103,42,1
1479782543.966063,113,1
1479782698.630065,172,1
1479782698.864883,135,0
1479782698.866373,66,1
1479782703.870241,42,0
1479782703.884582,42,1
1479782934.710446,172,1
1479782935.353526,172,1
1479782936.641512,172,1
1479782939.217528,172,1
1479782939.709455,42,1
1479782939.709498,42,0
1479782939.912050,103,1
1479782944.369538,172,1
1479782952.494377,80,1
1479782952.503384,418,0
1479782952.504532,74,1
1479782952.648333,74,0
1479782952.649275,66,1
1479782952.650188,281,1
1479782952.794054,66,0
1479782952.797208,1514,0
1479782952.797320,1514,0
1479782952.797404,743,0
1479782952.798691,66,1
1479782952.799338,66,1
1479782952.799732,66,1
1479782952.888979,200,1
1479782953.033473,300,0
1479782953.035758,66,1
1479782953.122359,620,1
1479782953.280937,167,0
1479782953.321498,66,1
1479782953.430932,284,1
1479782953.581212,135,0
1479782953.637601,66,1
1479782954.673562,172,1
1479782957.510232,42,0
1479782957.511012,42,1
1479782975.281627,172,1
1479783016.497728,172,1
1479783021.497956,42,1
1479783021.497997,42,0
1479783098.929863,172,1
1479783103.929780,42,1
1479783103.929821,42,0
1479783143.979189,113,1
1479783189.506917,172,1
1479783189.651512,135,0
1479783189.653944,66,1
1479783194.660229,42,0
1479783194.660999,42,1
1479783425.535372,172,1
1479783425.679994,135,0
1479783425.682530,66,1
1479783430.680243,42,0
1479783430.681009,42,1
1479783661.511734,172,1
1479783661.656361,135,0
1479783661.878790,172,1
1479783661.971089,135,0
1479783661.973949,66,1
1479783662.022278,78,0
1479783666.660233,42,0
1479783666.662263,42,1
1479783724.179400,75,1
1479783724.200614,525,0
1479783729.178861,42,1
1479783729.178919,42,0
1479783734.194188,75,1
1479783734.194538,139,0
1479783734.195625,90,1
1479783739.200233,42,0
1479783739.202907,90,1
1479783739.203742,42,1
1479783739.468684,90,0
1479783743.968915,113,1
1479783897.800178,172,1
1479783897.943702,66,0
1479783897.944829,135,0
1479783897.946434,66,1
1479783902.950242,42,0
1479783902.951195,42,1
1479784133.776514,172,1
1479784133.921158,135,0
1479784133.923640,66,1
1479784138.930238,42,0
1479784138.933766,42,1
1479784343.976138,113,1
1479784369.648900,172,1
1479784369.793512,135,0
1479784370.066854,135,0
1479784370.067732,66,1
1479784374.800231,42,0
1479784374.801043,42,1
1479784605.937509,172,1
1479784606.082186,135,0
1479784606.085432,66,1
1479784611.090236,42,0
1479784611.091036,42,1
1479784841.915178,172,1
1479784842.060354,135,0
1479784842.326687,135,0
1479784842.327604,66,1
1479784847.070247,42,0
1479784847.071006,42,1
1479784943.988758,113,1
1479785078.098510,172,1
1479785078.243110,135,0
1479785078.245668,66,1
1479785083.250254,42,0
1479785083.251036,42,1
1479785314.158355,172,1
1479785314.302976,135,0
1479785314.305573,66,1
1479785319.310281,42,0
1479785319.314344,42,1
1479785536.108218,590,1
1479785536.111310,342,0
1479785541.108240,42,1
1479785541.108296,42,0
1479785543.982394,113,1
1479785550.134701,172,1
1479785550.279350,135,0
1479785550.538747,135,0
1479785550.539604,66,1
1479785555.280228,42,0
1479785555.285423,42,1
1479785786.323650,172,1
1479785786.468285,135,0
1479785786.726423,135,0
1479785786.727251,66,1
1479785791.470229,42,0
1479785791.475155,42,1
1479786022.507450,172,1
1479786022.652491,135,0
1479786022.654907,66,1
1479786027.660238,42,0
1479786027.661004,42,1
1479786143.989522,113,1
1479786258.483893,172,1
1479786258.628468,135,0
1479786258.886384,135,0
1479786258.892341,66,1
1479786263.630229,42,0
1479786263.631020,42,1
1479786494.668497,172,1
1479786494.813083,135,0
1479786494.814595,66,1
1479786499.820243,42,0
1479786499.820997,42,1
1479786730.644781,172,1
1479786730.789358,135,0
1479786730.793597,66,1
1479786735.790232,42,0
1479786735.791196,42,1
1479786743.994207,113,1
1479786966.622116,172,1
1479786966.766775,135,0
1479786966.775753,66,1
1479786971.770231,42,0
1479786971.771518,42,1
1479787202.741661,172,1
1479787202.886378,135,0
1479787202.891084,66,1
1479787207.890245,42,0
1479787207.900696,42,1
1479787341.873475,75,1
1479787341.894696,529,0
1479787341.896216,90,1
1479787342.191680,90,0
1479787344.006288,113,1
1479787346.889031,42,1
1479787346.889085,42,0
1479787438.720762,172,1
1479787438.865619,135,0
1479787438.868066,66,1
1479787443.870243,42,0
1479787443.871003,42,1
1479787674.694544,172,1
1479787674.839198,135,0
1479787675.098442,135,0
1479787675.099679,66,1
1479787679.840238,42,0
1479787679.842690,42,1
1479787910.879008,172,1
1479787911.023651,135,0
1479787911.026263,66,1
1479787916.030242,42,0
1479787916.033518,42,1
1479787944.032702,113,1
1479788146.863399,172,1
1479788147.008014,135,0
1479788147.010393,66,1
1479788152.010235,42,0
1479788152.011047,42,1
1479788382.831870,172,1
1479788382.976470,135,0
1479788383.230431,135,0
1479788383.231630,66,1
1479788387.980244,42,0
1479788387.981007,42,1
1479788544.011182,113,1
1479788619.016132,172,1
1479788619.161517,135,0
1479788619.414383,135,0
1479788619.418478,66,1
1479788624.170231,42,0
1479788624.172342,42,1
1479788855.200746,172,1
1479788855.345712,135,0
1479788855.350994,66,1
1479788860.350242,42,0
1479788860.352589,42,1
1479789091.324886,172,1
1479789092.104211,172,1
1479789093.664224,172,1
1479789096.324169,42,1
1479789096.324208,42,0
1479789096.526576,103,1
1479789096.787166,172,1
1479789103.024233,172,1
1479789115.504275,172,1
1479789116.389041,80,1
1479789116.398074,418,0
1479789121.400230,42,0
1479789121.401452,42,1
1479789126.405591,80,1
1479789126.414545,418,0
1479789126.415659,74,1
1479789126.559516,74,0
1479789126.560336,66,1
1479789126.561295,281,1
1479789126.705191,66,0
1479789126.708960,1514,0
1479789126.709079,1514,0
1479789126.709162,743,0
1479789126.712886,66,1
1479789126.712999,66,1
1479789126.713064,66,1
1479789126.800962,200,1
1479789126.949639,300,0
1479789126.951963,66,1
1479789126.998419,620,1
1479789127.160606,167,0
1479789127.200233,66,1
1479789127.310675,284,1
1479789127.462014,135,0
1479789127.516810,66,1
1479789140.464184,172,1
1479789144.023111,113,1
1479789190.384433,172,1
1479789195.384343,42,1
1479789195.384384,42,0
1479789290.225702,172,1
1479789295.224516,42,1
1479789295.224556,42,0
1479789296.224525,42,1
1479789296.224568,42,0
1479789363.391195,172,1
1479789363.535803,135,0
1479789363.541005,66,1
1479789368.540241,42,0
1479789368.544522,42,1
1479789599.366038,172,1
1479789599.510623,135,0
1479789599.511456,66,1
1479789604.520247,42,0
1479789604.520976,42,1
1479789744.021797,113,1
1479789835.342418,172,1
1479789835.487076,135,0
1479789835.717375,172,1
1479789835.806138,135,0
1479789835.806984,66,1
1479789835.860842,78,0
1479789840.490233,42,0
1479789840.491018,42,1
1479790071.630849,172,1
1479790071.774337,66,0
1479790071.775477,135,0
1479790071.782282,66,1
1479790076.780246,42,0
1479790076.785100,42,1
1479790307.613548,172,1
1479790307.759128,135,0
1479790307.763611,66,1
1479790312.760242,42,0
1479790312.781423,42,1
1479790344.018957,113,1
1479790543.583689,172,1
1479790543.728313,135,0
1479790544.010092,135,0
1479790544.010972,66,1
1479790548.730250,42,0
1479790548.741749,42,1
1479790779.872289,172,1
1479790780.016921,135,0
1479790780.019481,66,1
1479790785.020244,42,0
1479790785.021007,42,1
1479790944.020939,113,1
1479790944.600603,75,1
1479790944.808353,541,0
1479790944.810858,90,1
1479790945.082621,90,0
1479790949.599605,42,1
1479790949.599666,42,0
1479791016.036743,172,1
1479791016.181391,135,0
1479791016.182244,66,1
1479791021.190231,42,0
1479791021.190994,42,1
1479791252.014095,172,1
1479791252.158715,135,0
1479791252.422356,135,0
1479791252.423187,66,1
1479791257.160240,42,0
1479791257.161008,42,1
1479791488.197747,172,1
1479791488.342346,135,0
1479791488.598418,135,0
1479791488.599298,66,1
1479791493.350242,42,0
1479791493.350777,42,1
1479791544.040592,113,1
1479791724.382241,172,1
1479791724.526828,135,0
1479791724.529268,66,1
1479791729.530241,42,0
1479791729.532195,42,1
1479791960.358814,172,1
1479791960.503433,135,0
1479791960.507494,66,1
1479791965.510252,42,0
1479791965.511586,42,1
1479792144.052675,113,1
1479792196.338436,172,1
1479792196.483055,135,0
1479792196.485591,66,1
1479792201.490242,42,0
1479792201.497243,42,1
1479792432.317639,172,1
1479792432.462288,135,0
1479792432.718566,135,0
1479792432.720396,66,1
1479792437.470242,42,0
1479792437.470998,42,1
1479792668.496176,172,1
1479792668.640741,135,0
1479792668.899091,135,0
1479792668.908114,66,1
1479792673.650243,42,0
1479792673.651011,42,1
1479792744.044592,113,1
1479792904.764690,172,1
1479792904.909319,135,0
1479792904.910780,66,1
1479792909.910246,42,0
1479792909.911018,42,1
1479793140.741117,172,1
1479793140.885740,135,0
1479793140.888416,66,1
1479793145.890241,42,0
1479793145.891000,42,1
1479793344.039499,113,1
1479793376.717573,172,1
1479793376.862356,135,0
1479793376.864808,66,1
1479793381.870240,42,0
1479793381.872794,42,1
1479793612.698542,172,1
1479793612.843152,135,0
1479793612.845621,66,1
1479793617.850252,42,0
1479793617.851011,42,1
1479793848.674982,172,1
1479793848.819630,135,0
1479793848.822205,66,1
1479793853.820241,42,0
1479793853.821018,42,1
1479793944.040534,113,1
1479794084.653874,172,1
1479794084.798465,135,0
1479794085.054268,135,0
1479794085.055884,66,1
1479794089.800239,42,0
1479794089.801026,42,1
1479794320.835470,172,1
1479794320.980135,135,0
1479794321.234213,135,0
1479794321.235056,66,1
1479794325.980234,42,0
1479794325.980990,42,1
1479794544.066173,113,1
1479794547.493040,75,1
1479794547.703697,529,0
1479794547.710516,90,1
1479794547.998292,90,0
1479794552.490945,42,1
1479794552.491006,42,0
1479794557.091930,172,1
1479794557.236542,135,0
1479794557.238659,66,1
1479794562.240230,42,0
1479794562.243981,42,1
1479794793.091887,172,1
1479794793.236525,135,0
1479794793.238983,66,1
1479794798.240246,42,0
1479794798.249834,42,1
1479795029.045080,172,1
1479795029.189858,135,0
1479795029.192989,66,1
1479795034.190243,42,0
1479795034.219979,42,1
1479795144.049955,113,1
1479795265.021697,172,1
1479795265.735485,172,1
1479795267.156671,172,1
1479795270.009657,172,1
1479795270.020597,42,1
1479795270.020636,42,0
1479795270.223983,103,1
1479795275.700690,172,1
1479795286.965506,80,1
1479795286.974343,418,0
1479795286.979438,74,1
1479795287.092737,172,1
1479795287.123525,74,0
1479795287.124339,66,1
1479795287.125342,281,1
1479795287.269489,66,0
1479795287.272632,1514,0
1479795287.272747,1514,0
1479795287.272830,743,0
1479795287.273901,66,1
1479795287.274458,66,1
1479795287.275496,66,1
1479795287.366115,200,1
1479795287.510939,300,0
1479795287.513267,66,1
1479795287.592454,620,1
1479795287.754838,167,0
1479795287.792670,66,1
1479795287.901914,284,1
1479795288.052077,135,0
1479795288.108822,66,1
1479795291.980229,42,0
1479795291.980989,42,1
1479795309.876801,172,1
1479795355.444929,172,1
1479795360.444845,42,1
1479795360.444887,42,0
1479795446.582803,172,1
1479795451.581058,42,1
1479795451.581098,42,0
1479795523.982218,172,1
1479795524.126371,135,0
1479795524.128970,66,1
1479795529.130234,42,0
1479795529.139483,42,1
1479795744.064816,113,1
1479795759.960065,172,1
1479795760.104378,135,0
1479795760.105848,66,1
1479795765.110250,42,0
1479795765.111029,42,1
1479795995.935340,172,1
1479795996.080918,135,0
1479795996.083972,66,1
1479796001.090249,42,0
1479796001.091029,42,1
1479796231.911877,172,1
1479796232.056531,135,0
1479796232.059056,66,1
1479796237.060244,42,0
1479796237.062270,42,1
1479796344.062051,113,1
1479796467.973670,172,1
1479796468.118193,135,0
1479796468.327734,172,1
1479796468.402996,135,0
1479796468.432033,66,1
1479796468.471875,78,0
1479796473.120242,42,0
1479796473.121054,42,1
1479796704.249015,172,1
1479796704.393154,66,0
1479796704.393505,135,0
1479796704.395788,66,1
1479796709.400233,42,0
1479796709.402324,42,1
1479796940.225515,172,1
1479796940.370979,135,0
1479796940.374090,66,1
1479796944.065164,113,1
1479796945.380231,42,0
1479796945.381030,42,1
1479797176.202116,172,1
1479797176.346588,135,0
1479797176.615278,135,0
1479797176.616117,66,1
1479797181.350227,42,0
1479797181.355310,42,1
1479797412.386634,172,1
1479797412.531125,135,0
1479797412.533754,66,1
1479797417.540234,42,0
1479797417.541018,42,1
1479797544.065431,113,1
1479797648.363188,172,1
1479797648.507690,135,0
1479797648.509167,66,1
1479797653.510239,42,0
1479797653.513534,42,1
1479797884.339752,172,1
1479797884.484219,135,0
1479797884.747545,135,0
1479797884.748375,66,1
1479797889.490242,42,0
1479797889.491614,42,1
1479798120.524281,172,1
1479798120.668774,135,0
1479798120.671382,66,1
1479798125.670243,42,0
1479798125.671026,42,1
1479798144.073354,113,1
1479798150.407910,75,1
1479798150.412236,545,0
1479798150.414687,90,1
1479798150.741262,90,0
1479798356.576872,172,1
1479798356.721352,135,0
1479798356.723946,66,1
1479798361.730241,42,0
1479798361.731021,42,1
1479798592.553362,172,1
1479798592.697839,135,0
1479798592.700429,66,1
1479798597.700246,42,0
1479798597.701093,42,1
1479798744.067914,113,1
1479798828.529907,172,1
1479798828.674342,135,0
1479798828.675816,66,1
1479798833.680240,42,0
1479798833.681479,42,1
1479799064.506471,172,1
1479799064.650958,135,0
1479799064.652423,66,1
1479799069.660230,42,0
1479799069.662502,42,1
1479799300.378952,172,1
1479799300.523421,135,0
1479799300.779901,135,0
1479799300.780731,66,1
1479799305.530242,42,0
1479799305.531025,42,1
1479799344.094035,113,1
1479799536.563472,172,1
1479799536.707984,135,0
1479799536.712499,66,1
1479799541.710242,42,0
1479799541.711046,42,1
1479799772.540512,172,1
1479799772.685079,135,0
1479799772.687618,66,1
1479799777.690237,42,0
1479799777.691019,42,1
1479799944.102145,113,1
1479800008.516452,172,1
1479800008.662194,135,0
1479800008.920048,135,0
1479800008.920906,66,1
1479800013.670234,42,0
1479800013.671046,42,1
1479800244.677017,172,1
1479800244.821536,135,0
1479800244.823915,66,1
1479800249.830240,42,0
1479800249.831022,42,1
1479800480.653494,172,1
1479800480.797999,135,0
1479800480.800566,66,1
1479800485.800229,42,0
1479800485.804112,42,1
1479800544.102725,113,1
1479800716.526043,172,1
1479800716.670609,135,0
1479800716.673715,66,1
1479800721.680238,42,0
1479800721.681279,42,1
1479800952.398523,172,1
1479800952.543003,135,0
1479800952.545536,66,1
1479800957.550238,42,0
1479800957.551021,42,1
1479801144.101613,113,1
1479801188.375050,172,1
1479801188.519685,135,0
1479801188.776265,135,0
1479801188.864704,66,1
1479801193.520242,42,0
1479801193.523366,42,1
1479801424.663612,172,1
1479801425.422645,172,1
1479801426.944858,172,1
1479801429.664279,42,1
1479801429.664321,42,0
1479801429.869981,103,1
1479801429.982643,172,1
1479801436.062667,172,1
1479801448.222729,172,1
1479801448.687461,80,1
1479801448.696261,418,0
1479801448.698715,74,1
1479801448.842936,74,0
1479801448.844160,66,1
1479801448.845112,281,1
1479801448.989421,66,0
1479801448.992449,1514,0
1479801448.992556,1514,0
1479801448.992623,743,0
1479801448.995072,66,1
1479801448.995300,66,1
1479801448.995398,66,1
1479801449.087462,200,1
1479801449.232411,300,0
1479801449.235196,66,1
1479801449.312793,620,1
1479801449.469168,167,0
1479801449.506634,66,1
1479801449.624081,284,1
1479801449.777842,135,0
1479801449.831861,66,1
1479801453.700230,42,0
1479801453.704605,42,1
1479801472.546178,172,1
1479801521.186402,172,1
1479801526.182845,42,1
1479801526.182888,42,0
1479801618.467225,172,1
1479801623.463054,42,1
1479801623.463095,42,0
1479801685.706809,172,1
1479801685.851129,135,0
1479801685.853588,66,1
1479801690.860240,42,0
1479801690.865418,42,1
1479801744.100580,113,1
1479801753.147885,75,1
1479801753.168786,529,0
1479801753.174071,90,1
1479801753.505966,90,0
1479801758.147329,42,1
1479801758.147387,42,0
1479801921.682179,172,1
1479801921.826557,135,0
1479801922.063749,172,1
1479801922.164478,135,0
1479801922.165348,66,1
1479801922.207746,78,0
1479801926.830231,42,0
1479801926.831021,42,1
1479802155.929201,172,1
1479802156.073188,66,0
1479802156.073523,135,0
1479802156.075839,66,1
1479802161.080251,42,0
1479802161.081040,42,1
1479802344.098274,113,1
1479802391.905931,172,1
1479802392.050267,135,0
1479802392.055617,66,1
1479802397.060230,42,0
1479802397.061048,42,1
1479802627.882305,172,1
1479802628.026646,135,0
1479802628.029726,66,1
1479802633.030229,42,0
1479802633.031379,42,1
1479802863.858783,172,1
1479802864.003110,135,0
1479802864.284656,135,0
1479802864.285521,66,1
1479802869.010249,42,0
1479802869.011013,42,1
1479802944.104014,113,1
1479803100.147363,172,1
1479803100.291705,135,0
1479803100.560707,135,0
1479803100.561552,66,1
1479803105.300235,42,0
1479803105.301019,42,1
1479803336.331869,172,1
1479803336.476201,135,0
1479803336.478687,66,1
1479803341.480228,42,0
1479803341.481037,42,1
1479803544.104774,113,1
1479803572.308588,172,1
1479803572.452906,135,0
1479803572.716803,135,0
1479803572.717655,66,1
1479803577.460236,42,0
1479803577.461017,42,1
1479803808.495692,172,1
1479803808.639995,135,0
1479803808.896869,135,0
1479803808.899903,66,1
1479803813.640230,42,0
1479803813.641222,42,1
1479804044.857409,172,1
1479804045.001706,135,0
1479804045.004142,66,1
1479804050.010241,42,0
1479804050.011004,42,1
1479804144.113747,113,1
1479804280.729967,172,1
1479804280.874124,135,0
1479804280.876584,66,1
1479804285.880249,42,0
1479804285.881145,42,1
1479804516.602526,172,1
1479804516.746703,135,0
1479804516.749082,66,1
1479804521.750240,42,0
1479804521.751020,42,1
1479804744.109915,113,1
1479804752.579019,172,1
1479804752.723213,135,0
1479804752.725656,66,1
1479804757.730236,42,0
1479804757.731015,42,1
1479804988.557471,172,1
1479804988.701592,135,0
1479804988.960966,135,0
1479804988.961805,66,1
1479804993.710241,42,0
1479804993.711019,42,1
1479805224.740478,172,1
1479805224.884664,135,0
1479805225.141017,135,0
1479805225.141853,66,1
1479805229.890235,42,0
1479805229.891032,42,1
1479805344.120518,113,1
1479805355.915927,75,1
1479805355.937394,545,0
1479805355.940042,90,1
1479805356.271818,90,0
1479805360.915414,42,1
1479805360.915474,42,0
1479805460.924616,172,1
1479805461.068750,135,0
1479805461.325116,135,0
1479805461.328431,66,1
1479805466.070233,42,0
1479805466.071005,42,1
1479805697.109195,172,1
1479805697.253337,135,0
1479805697.255854,66,1
1479805702.260243,42,0
1479805702.263085,42,1
1479805933.169705,172,1
1479805933.313818,135,0
1479805933.316404,66,1
1479805938.320233,42,0
1479805938.321075,42,1
1479805944.123055,113,1
1479806169.146281,172,1
1479806169.290415,135,0
1479806169.292829,66,1
1479806174.300229,42,0
1479806174.301009,42,1
1479806405.122802,172,1
1479806405.266943,135,0
1479806405.521342,135,0
1479806405.522212,66,1
1479806410.270249,42,0
1479806410.271004,42,1
1479806544.125301,113,1
1479806641.307334,172,1
1479806641.451473,135,0
1479806641.454018,66,1
1479806646.460229,42,0
1479806646.461286,42,1
1479806877.283923,172,1
1479806877.428066,135,0
1479806877.429530,66,1
1479806882.430239,42,0
1479806882.433223,42,1
1479807113.260415,172,1
1479807113.404572,135,0
1479807113.406922,66,1
1479807118.410233,42,0
1479807118.410992,42,1
1479807136.691784,590,1
1479807136.694506,342,0
1479807142.003547,42,1
1479807142.003588,42,0
1479807144.127372,113,1
1479807349.237035,172,1
1479807349.381212,135,0
1479807349.384182,66,1
1479807354.390236,42,0
1479807354.391021,42,1
1479807585.241467,172,1
1479807585.936532,172,1
1479807587.328523,172,1
1479807590.112532,172,1
1479807590.240491,42,1
1479807590.240533,42,0
1479807590.442899,103,1
1479807595.680555,172,1
1479807603.025359,80,1
1479807603.034571,418,0
1479807603.037005,74,1
1479807603.280452,74,0
1479807603.281302,66,1
1479807603.282263,281,1
1479807603.525805,66,0
1479807603.528864,1514,0
1479807603.528986,1514,0
