device_label,window_id,time_block_id,dwt_cA3_mean,dwt_cA3_var,dwt_cA3_std,dwt_cA3_energy,dwt_cA3_entropy,dwt_cD3_mean,dwt_cD3_var,dwt_cD3_std,dwt_cD3_energy,dwt_cD3_entropy,dwt_cD2_mean,dwt_cD2_var,dwt_cD2_std,dwt_cD2_energy,dwt_cD2_entropy,dwt_cD1_mean,dwt_cD1_var,dwt_cD1_std,dwt_cD1_energy,dwt_cD1_entropy
AmazonEcho,19,1,1.798983349,2.561011455,1.600316049,127.541755983,3.471914459,-0.001584960,0.780661581,0.883550554,17.174610059,2.871718329,0.029998160,0.923237310,0.960852387,34.193076390,3.323738619,-0.131783002,0.242750047,0.492696709,17.427826050,4.148671996
AmazonEcho,20,1,1.822935674,1.482457250,1.217562011,105.722137844,3.825342221,0.056153762,1.270037498,1.126959404,28.010196356,3.103167108,0.070776292,0.502553129,0.708909818,18.779809277,3.690796184,-0.077737626,0.490323367,0.700230938,33.256555870,4.494979155
AmazonEcho,21,1,1.321696871,1.897928660,1.377653316,80.185848121,3.292568544,0.187393881,0.822099480,0.906697017,18.858750828,2.808747297,-0.127830135,0.918530283,0.958399856,34.590220585,3.401528796,0.139170425,0.381762189,0.617869071,26.875749948,4.288884941
AmazonEcho,22,1,0.715761792,0.656950778,0.810525001,25.723845848,3.046017643,-0.046683481,0.179690795,0.423899511,4.001143141,2.857205906,0.155644165,0.206968401,0.454937799,8.554159763,2.931626185,-0.046730292,0.220643658,0.469727216,14.929434331,3.396091063
AmazonEcho,23,1,0.697451364,1.741800248,1.319772802,49.021250351,2.112497186,0.045393472,0.242063826,0.491999823,5.370736642,1.975066999,0.059199315,0.398501971,0.631270126,14.874241621,2.831615592,-0.029545744,0.201680779,0.449088832,13.571099902,3.386083915
AmazonEcho,24,1,1.558225010,1.564587500,1.250834721,87.838359018,3.679459057,-0.014413271,1.406600168,1.186001757,30.949774033,2.420660178,0.214949334,0.596844578,0.772557168,23.792768379,3.398045445,0.201914823,0.309004668,0.555881884,23.434875714,4.288783174
AmazonEcho,25,1,1.268321044,1.408676249,1.186876678,66.380919441,3.374136114,-0.336787139,1.043348460,1.021444301,25.449028823,3.127274621,-0.269877873,0.714093741,0.845040674,29.116328877,3.373928695,0.126856306,0.412305500,0.642110193,28.702667516,4.416315094
AmazonEcho,26,1,0.028577072,0.001738598,0.041696501,0.056215439,2.585551705,-0.002447956,0.000405087,0.020126767,0.009043743,3.368910046,0.003731608,0.000577481,0.024030834,0.021882018,3.022655963,0.000356663,0.000485433,0.022032536,0.032532511,3.633295610
AmazonEcho,27,1,0.194699424,0.278124434,0.527375041,6.952710588,0.864433320,-0.012694496,0.124213625,0.352439533,2.736245047,1.191768354,0.046023517,0.040849433,0.202112427,1.589801096,1.644991326,-0.013506973,0.037558639,0.193800514,2.528652198,2.292280694
AmazonEcho,28,1,1.406742641,1.545372440,1.243130098,77.534540583,3.557794321,-0.148642648,0.819491354,0.905257617,18.514891788,3.378716263,0.075747282,0.965860324,0.982781931,35.949125080,4.002118120,-0.112717447,0.564917951,0.751610238,38.700752624,4.773228597
AmazonEcho,29,1,1.032679135,1.433816107,1.197420606,55.005330656,3.195291898,-0.306160250,1.022385990,1.011131045,24.554641939,2.762331765,-0.020477259,0.832697365,0.912522528,30.825317261,3.486361796,-0.134005503,0.381146671,0.617370773,26.739977772,4.156493229
AmazonEcho,30,1,1.305762039,1.604288287,1.266605024,72.804661366,3.503013802,0.176604173,0.961859743,0.980744484,21.847073099,3.023560531,-0.034625816,0.217382604,0.466243074,8.087517384,3.447322237,-0.016405465,0.331118759,0.575429196,22.202989212,3.643547403
AmazonEcho,31,1,2.114123232,2.497592243,1.580377247,153.276404209,3.599421254,0.296854209,0.887105917,0.941863003,21.455023445,3.509000023,0.151995885,0.519828270,0.720991172,20.088447728,3.636637879,0.110829185,0.483243626,0.695157267,33.200291175,4.729614874
AmazonEcho,32,1,1.081880844,1.455903047,1.206608075,57.780122559,3.149130262,-0.229016443,1.196734031,1.093953395,27.482016354,2.998299646,0.053010572,0.779932948,0.883138125,28.961493553,3.949075165,0.135394779,0.315152759,0.561384680,22.343461870,4.151772106
AmazonEcho,33,1,1.919840407,2.384333868,1.544128838,133.542663272,3.689297907,0.013636905,0.417971283,0.646506986,9.199459466,3.171149815,0.023113720,1.346492531,1.160384648,49.839990687,3.530302974,0.187139077,0.301514647,0.549103494,22.547890638,4.354722353
AmazonEcho,34,1,1.387552694,1.790353908,1.338041071,81.744440511,3.178592908,-0.118098575,0.971470760,0.985632163,21.679196735,2.786372397,0.003641098,0.545681149,0.738702342,20.190693062,3.473331699,-0.090517171,0.300252049,0.547952597,20.665842268,4.114048673
AmazonEcho,35,1,0.399867468,0.289798382,0.538329251,9.893232232,2.617311589,-0.070030607,0.061901038,0.248799192,1.469717120,1.523769422,-0.068901372,0.085730244,0.292797274,3.347672788,1.502159706,-0.015817150,0.012004936,0.109567038,0.821092904,2.568908207
AmazonEcho,36,1,0.329610920,0.373735734,0.611339296,10.612340040,1.593412358,-0.063611889,0.050625812,0.225001804,1.202790255,1.422273535,0.036048356,0.260538143,0.510429371,9.687992192,1.904704069,-0.001038343,0.074311870,0.272602036,4.978967534,2.924116302
AmazonEcho,37,1,0.062398505,0.001230835,0.035083252,0.112736976,4.022763418,-0.007073316,0.000282401,0.016804779,0.007313513,2.391778917,-0.001939669,0.000763500,0.027631503,0.028388704,2.778220053,-0.000086671,0.000958031,0.030952070,0.064188555,4.037916491
AmazonEcho,38,1,0.351434046,0.506490565,0.711681506,13.859921984,1.589612171,0.124330841,0.190805473,0.436812858,4.537799878,0.762464473,0.068788944,0.136542956,0.369517193,5.227170372,2.020171191,0.042059438,0.134484612,0.366721436,9.128991744,2.690884045
AmazonEcho,39,1,0.073749171,0.000268470,0.016385046,0.125563018,4.329477774,-0.000153579,0.000076357,0.008738260,0.001680377,3.053673250,-0.001334671,0.000129968,0.011400357,0.004874731,4.319292448,0.003381261,0.000467147,0.021613595,0.032064887,5.208928651
AmazonEcho,40,1,0.606965524,0.923144403,0.960804040,28.414134103,2.226413583,-0.055695393,0.323754559,0.568994340,7.190843780,2.354126497,0.016243588,0.283250803,0.532213118,10.490042330,2.383129016,-0.095845449,0.144622146,0.380292185,10.305169241,3.402897896
AmazonEcho,41,1,0.603284321,0.784770402,0.885872678,25.271892226,2.348827226,-0.066125354,0.192232275,0.438443012,4.325306422,1.723278549,0.017183261,0.225199618,0.474552018,8.343310642,2.801753178,0.111601619,0.146314775,0.382511144,10.637569665,3.206991624
AmazonEcho,42,1,0.190018198,0.183563909,0.428443589,4.832758135,1.205054146,0.000109778,0.011756737,0.108428489,0.258648485,1.530235233,-0.003394841,0.048476123,0.220172940,1.794042985,1.188475287,0.002845084,0.002334268,0.048314261,0.156938278,2.271003774
AmazonEcho,43,1,0.083888444,0.002367492,0.048656885,0.206904796,3.687555442,-0.004034952,0.001425934,0.037761540,0.031728725,2.421069055,-0.007441440,0.000217394,0.014744284,0.010092451,3.876649621,-0.002030589,0.000539267,0.023222124,0.036407152,4.096708964
AmazonEcho,44,1,1.373486048,1.074648976,1.036652775,65.144483837,3.598785952,0.288010263,0.971317352,0.985554338,23.193879800,3.382924522,0.008012599,0.575509008,0.758623100,21.296208768,3.675317217,-0.128118330,0.440079097,0.663384577,30.585058040,4.405427404
AmazonEcho,45,2,1.173463054,1.452927487,1.205374418,62.258746559,3.398838698,0.294993927,1.121467306,1.058993534,26.586751906,3.375051606,0.014603294,0.540051784,0.734882157,19.989806498,3.515276554,0.026413828,0.536589539,0.732522722,35.998244340,4.510899189
AmazonEcho,46,2,2.066054789,3.103482999,1.761670514,162.185438596,3.543487014,0.326067435,0.414693370,0.643966902,11.462293541,3.174733495,0.223956252,1.224650047,1.106639077,47.167838624,3.402178387,0.067606017,0.326432751,0.571342937,22.177222774,4.149728914
AmazonEcho,47,2,1.277728797,1.359553085,1.165998750,65.827167235,3.494427716,-0.103396456,0.887485572,0.942064526,19.759880772,2.657999169,0.101630132,0.575376794,0.758535954,21.671102671,3.057674979,-0.022098514,0.239750901,0.489643647,16.096029468,3.688299365
AmazonEcho,48,2,1.335447441,1.664051803,1.289981319,75.844376760,3.482582673,0.106613021,0.815243806,0.902908526,18.185423133,2.602223455,0.031957779,0.780136520,0.883253372,28.902839317,4.115416170,-0.087439393,0.534865026,0.731344670,36.348215133,4.619986184
AmazonEcho,49,2,1.334233993,1.092150634,1.045060110,63.191281612,3.698530165,0.049383243,0.951965693,0.975687292,20.996896738,2.941470601,-0.026442253,0.352663365,0.593854666,13.074414621,3.739683527,-0.074214714,0.350974513,0.592431019,23.884316539,4.192353735
AmazonEcho,50,2,1.580926708,1.909656861,1.381903347,96.997694606,3.514223474,-0.227479566,0.293801115,0.542034238,7.602057497,2.928529403,-0.211752561,0.676589373,0.822550529,26.692855251,3.491448755,0.032616366,0.263504015,0.513326421,17.726045405,4.182094179
AmazonEcho,51,2,1.919881173,0.834503232,0.913511484,99.449832886,4.049671976,0.042303821,1.565784910,1.251313274,34.486639523,2.855143412,0.245411171,0.753716045,0.868168212,30.115879446,3.889443426,0.067623363,0.561548290,0.749365258,37.930121020,4.754884794
AmazonEcho,52,2,1.587478220,1.682958766,1.297289006,92.467009050,3.639012441,0.067108975,1.088154671,1.043146524,24.038482287,2.827286929,-0.295027473,1.069986450,1.034401493,42.810023401,3.598448016,0.077976687,0.197750293,0.444691233,13.656654001,3.904243998
AmazonEcho,53,2,1.697048334,1.928996109,1.388883044,105.797321410,3.675829695,0.054629058,0.833466107,0.912943649,18.401909702,3.063067305,0.009950518,0.717496122,0.847051428,26.551019995,3.576114748,0.014803344,0.391393995,0.625614893,26.238079959,3.950230014
AmazonEcho,54,2,1.797946487,1.587874206,1.260108807,106.050687079,3.806840059,-0.203827918,1.113407640,1.055181330,25.408976126,3.011924115,-0.139177258,0.724901150,0.851411270,27.538044003,3.632382444,-0.027488017,0.440752373,0.663891838,29.581033602,4.253280584
AmazonEcho,55,2,1.233288189,1.556112467,1.247442370,67.696468948,3.336674404,-0.010394030,0.739381803,0.859873132,16.268776453,2.816394296,-0.069527477,0.994394857,0.997193490,36.971470319,3.606859990,-0.230631347,0.329523630,0.574041488,25.641868000,4.423628014
AmazonEcho,56,2,0.816426538,1.232275487,1.110079045,41.774211146,2.727686132,0.103038860,0.805116281,0.897282721,17.946132322,2.853816716,0.103061240,0.408806085,0.639379453,15.518825044,3.441634845,-0.017336342,0.347799396,0.589745196,23.322696276,3.742968368
AmazonEcho,57,2,1.714048290,2.177479401,1.475628477,112.539700725,3.535379986,-0.017648171,0.621442151,0.788316022,13.678579396,3.053704751,-0.126427312,0.704490300,0.839339205,26.657544130,3.250898298,0.035929387,0.342509484,0.585243098,23.034627115,4.105397650
AmazonEcho,58,2,2.238252990,1.804034031,1.343143340,149.903830506,3.934902994,0.269863674,1.173515873,1.083289376,27.419530062,3.007630387,-0.171756785,0.955439090,0.977465646,36.442760882,3.903888516,-0.196594638,0.457488380,0.676378873,33.241234696,4.710901338
AmazonEcho,59,2,1.333106101,1.550025140,1.245000056,73.198334349,3.439304995,-0.188928360,1.065630699,1.032293901,24.229141723,3.011934664,0.025241402,0.923488247,0.960982959,34.192638893,3.690033713,0.074532585,0.484271500,0.695896185,32.818382640,4.492247353
AmazonEcho,60,2,0.498509081,0.578714662,0.760732977,18.198971263,2.070119238,0.017699656,0.144096645,0.379600639,3.177018312,2.614972063,0.064099395,0.496337700,0.704512385,18.516518014,3.312626625,-0.029522276,0.139155464,0.373035473,9.381810914,3.125669089
AmazonEcho,61,2,1.878361000,1.816732788,1.347862303,117.589402395,3.810327550,-0.070115522,1.642369878,1.281549795,36.240293406,2.830484995,-0.091031827,0.469339072,0.685083259,17.672157029,3.269708004,-0.265168169,0.468718478,0.684630176,36.115186599,4.328183369
AmazonEcho,62,3,1.377726744,1.747103332,1.321780365,80.195154899,3.410203395,-0.130865366,0.940059798,0.969566809,21.058081919,2.783703834,0.135630879,0.782814878,0.884768262,29.644792677,3.934913218,-0.146455067,0.529368178,0.727576922,36.904756721,4.635851694
AmazonEcho,63,3,1.202165297,1.737854845,1.318277226,70.027237448,3.228765930,0.269221364,0.400536632,0.632879635,10.406369044,3.020218215,0.021077232,1.004855566,1.002424843,37.196093177,3.581802989,0.251711667,0.390980374,0.625284235,30.440722220,4.494022966
AmazonEcho,64,3,0.579554835,0.732266714,0.855725840,23.499311459,2.461696380,-0.091868013,0.109457426,0.330843507,2.593737481,2.092115391,0.068453834,0.342827507,0.585514737,12.857997088,2.764614921,-0.015413017,0.106984845,0.327085379,7.183901216,3.165686045
AmazonEcho,65,3,1.986989807,1.799789884,1.341562479,126.454204287,3.837627428,0.066937078,1.048811028,1.024114753,23.172415205,3.105270231,0.125981594,0.937653853,0.968325283,35.280432972,3.632002680,0.044867404,0.423729804,0.650945316,28.524773517,4.559779380
AmazonEcho,66,3,1.378165669,1.433459830,1.197271828,73.321609724,3.448855869,0.013791615,1.016475888,1.008204289,22.366654135,3.472896375,-0.084389541,0.657610560,0.810931908,24.595089727,3.579206755,0.054332916,0.608598204,0.780127043,40.973868041,4.781243830
AmazonEcho,67,3,1.638030774,1.702620564,1.304845034,96.486838393,3.697720720,0.314259674,1.053838827,1.026566523,25.357155334,3.208468986,-0.038717073,0.467862380,0.684004663,17.366371478,3.704510599,-0.070692377,0.333824555,0.577775523,22.701071770,3.964676242
AmazonEcho,68,3,1.302962117,1.287079542,1.134495281,65.665376050,3.512875310,0.066198106,0.583841404,0.764095154,12.940919048,2.869828952,-0.209916640,0.426073809,0.652743295,17.395135761,3.081911077,0.029075697,0.373902396,0.611475589,25.108102079,3.939647697
AmazonEcho,69,3,0.242303530,0.474098679,0.688548240,11.721812955,0.361720076,-0.076284351,0.065905449,0.256720566,1.577944529,1.568565153,0.072988256,0.059118507,0.243142976,2.384494325,1.277925438,0.068549423,0.071275021,0.266973821,5.090260971,2.255546095
AmazonEcho,70,3,0.082887785,0.011411293,0.106823653,0.402196913,2.075380732,0.011080331,0.007556486,0.086928053,0.168943722,1.334619341,0.005951447,0.004170134,0.064576573,0.155605479,0.771271963,0.013905648,0.003566919,0.059723687,0.251939155,1.941499153
AmazonEcho,71,3,0.124638959,0.070181581,0.264918065,1.885761932,1.363417865,0.009191816,0.011591632,0.107664441,0.256874668,1.511212864,0.016429634,0.017156422,0.130982527,0.644775143,1.700009957,-0.000472415,0.015272308,0.123581181,1.023259602,1.713438096
AmazonEcho,72,3,0.041194000,0.001905680,0.043654091,0.079257757,2.984033304,-0.003711363,0.000610870,0.024715781,0.013742169,2.788056802,0.001948899,0.000557528,0.023612038,0.020769083,2.479851815,-0.001715176,0.000523913,0.022889139,0.035299253,4.121884494
AmazonEcho,73,3,0.050692712,0.002697362,0.051936131,0.115876481,3.250314395,0.006340171,0.002460286,0.049601267,0.055010636,3.095297427,0.004851247,0.001603616,0.040045170,0.060204558,3.473477945,0.000583468,0.001350506,0.036749230,0.090506704,2.995409818
AmazonEcho,74,3,0.087483557,0.069299336,0.263247671,1.692959598,0.533846417,-0.059209094,0.055056943,0.234642159,1.288378508,1.477201740,-0.028506780,0.028761501,0.169592162,1.094243097,1.673201112,0.012241756,0.006294464,0.079337659,0.431769757,1.510463022
AmazonEcho,75,3,0.362605038,0.748383029,0.865091341,19.357039742,1.246611528,0.035343655,0.060230488,0.245419005,1.352552563,1.968353677,0.038632455,0.063305270,0.251605385,2.397516244,1.696486031,-0.039963996,0.155113337,0.393844306,10.499600707,3.182281053
AmazonEcho,76,3,0.062528053,0.000704555,0.026543461,0.101514882,4.085206176,0.001527707,0.000229152,0.015137784,0.005092701,3.022395241,0.002185901,0.000309953,0.017605470,0.011645038,3.102559586,0.000632564,0.000188462,0.013728134,0.012653741,4.784813506
AmazonEcho,77,3,0.129350178,0.110188587,0.331946663,2.792241215,0.320242524,-0.035016920,0.048275622,0.219717140,1.089039738,0.905014607,0.019726296,0.011870071,0.108949854,0.453590304,1.696430593,0.021834061,0.024668509,0.157062119,1.684730771,1.985732739
AmazonEcho,78,3,0.053210478,0.001793251,0.042346797,0.101741334,3.508861633,0.002308639,0.000133240,0.011542955,0.003048532,3.127113699,-0.001774208,0.000304564,0.017451764,0.011385340,3.990195271,0.001498703,0.000146612,0.012108324,0.009973461,4.352298622
AmazonEcho,79,3,0.173189198,0.207582452,0.455612173,5.226692917,0.614525308,0.003810740,0.009908026,0.099539067,0.218296048,1.533352820,-0.019946710,0.020810634,0.144258913,0.784714690,0.945600159,-0.042021091,0.039841591,0.199603584,2.787693311,1.619068289
AmazonEcho,80,3,0.189558886,0.182423954,0.427111173,4.803843570,1.695524083,0.002411314,0.282455687,0.531465603,6.214153033,1.631855007,-0.000410686,0.208040893,0.456115000,7.697519290,1.408280410,0.005764033,0.039328123,0.198313194,2.637210257,1.845560823
AmazonEcho,81,3,1.652160630,1.734291230,1.316924914,98.206371504,3.680755721,-0.132945266,0.453643699,0.673530771,10.368999139,3.069731053,0.139011936,0.655028625,0.809338387,24.951058904,3.530602290,-0.121735694,0.373905487,0.611478117,26.044579448,4.089777726
AmazonEcho,82,3,1.267705620,1.288499522,1.135120928,63.702695339,3.392105235,0.150436788,0.906499421,0.952102632,20.440874267,2.785898066,0.086586175,0.585567941,0.765224112,21.943408956,3.125184512,0.089924978,0.400747497,0.633046205,27.391877926,4.322727105
AmazonEcho,83,3,1.271053523,1.639061617,1.280258418,71.602050867,3.302828381,0.002700565,0.684972716,0.827630785,15.069560200,3.111211192,-0.013534685,0.996714563,0.998355930,36.885216767,3.641167052,-0.058560645,0.452156412,0.672425767,30.524246006,4.527019147
AmazonEcho,84,3,0.897012707,0.980636628,0.990270987,39.275905337,2.941489927,-0.204388377,0.478223609,0.691537135,11.439960777,3.195100096,0.176876599,0.398763123,0.631476938,15.911792818,2.896902600,0.114922734,0.352013761,0.593307476,24.469806701,3.819206264
AmazonEcho,85,3,1.195257526,1.231503779,1.109731400,58.523175342,3.362931671,-0.018808706,1.097383354,1.047560669,24.150216679,2.859476994,-0.000319298,0.126494918,0.355661241,4.680315745,2.663607195,-0.204951302,0.367332451,0.606079575,27.425611643,4.061549274
AmazonEcho,86,3,1.608829661,0.988550714,0.994258877,78.691439061,3.812735545,0.128411341,1.031819387,1.015785109,23.062794906,3.221217688,-0.026770399,0.749716419,0.865861663,27.766023721,3.853149851,0.040655708,0.648044892,0.805012355,43.529751155,4.884999355
AmazonEcho,87,3,1.301345388,1.697706439,1.302960644,74.606537655,3.376431467,-0.089198993,1.026197181,1.013013909,22.751380101,3.192582689,-0.022905386,0.614695016,0.784024882,22.763127895,3.346430900,-0.065183648,0.512599332,0.715960427,34.628832100,4.339029514
AmazonEcho,88,3,0.866034857,0.768959612,0.876903422,33.417471678,3.246693120,-0.179253547,0.342579346,0.585302781,8.243645958,2.362664743,-0.222501781,0.262778740,0.512619488,11.554573949,3.298499602,-0.004270071,0.174848332,0.418148696,11.716059891,3.488163880
AmazonEcho,89,3,1.881789836,1.625116641,1.274800628,113.657491836,3.874134949,0.086800384,1.242220387,1.114549410,27.494603254,1.949546854,0.101322147,1.166821659,1.080195195,43.552249949,3.759433063,-0.180848404,0.468621139,0.684559083,33.588928021,4.422431298
AmazonEcho,90,4,1.354088182,1.633931603,1.278253341,76.284700994,3.410323472,-0.394814935,1.014516974,1.007232334,25.748707760,3.165537560,-0.120487249,0.797396139,0.892970402,30.040792703,3.532542298,-0.031758488,0.497667847,0.705455773,33.411322055,4.581334099
AmazonEcho,91,4,1.170718348,1.783948432,1.335645324,69.399657398,3.158393773,0.015590446,0.585287309,0.765040723,12.881668154,3.231991643,-0.069413614,0.712569193,0.844138136,26.543335401,3.765704801,0.015804621,0.404551771,0.636043844,27.121704323,4.475402907
AmazonEcho,92,4,1.257551475,1.777239479,1.333131456,73.890854188,3.150747075,-0.107983782,0.386048357,0.621327899,8.749594804,2.148264918,0.061075885,0.993442646,0.996715931,36.895397680,3.168694849,0.034765525,0.247676692,0.497671269,16.675317352,3.142967798
AmazonEcho,93,4,1.901403325,1.326463914,1.151722151,108.719567416,3.940009787,-0.565356628,1.413846636,1.189052831,38.136444557,3.420137371,-0.160854554,0.636130866,0.797578125,24.494186974,3.239484168,-0.168750639,0.416346862,0.645249457,29.803183870,4.500351673
AmazonEcho,94,4,0.307841911,0.526675374,0.725724034,13.671724359,1.679096908,0.142096945,0.369346362,0.607738728,8.569833874,1.232783703,-0.032207040,0.134159528,0.366277939,5.002282402,1.817514007,-0.061726937,0.076647918,0.276853603,5.390694866,2.560467767
AmazonEcho,95,4,1.239949799,1.653716391,1.285969048,70.206221680,3.279836251,-0.036641396,0.788616539,0.888040843,17.379100889,2.897219536,0.119363724,1.020429224,1.010162969,38.283046155,3.618389303,-0.108487959,0.446037066,0.667860065,30.673049122,4.379790447
AmazonEcho,96,4,0.799583747,1.475643007,1.214760473,46.529497861,2.694853489,-0.135257097,0.688753538,0.829911765,15.555056452,3.053361913,0.063829321,0.868880886,0.932137804,32.299337528,3.113059209,0.159147007,0.165107575,0.406334314,12.759168094,3.793050210
AmazonEcho,97,4,1.125219851,1.267894042,1.126008012,55.748302635,3.344538430,0.076086837,0.530935046,0.728652898,11.807933554,2.345497513,0.162192080,0.392992536,0.626891167,15.514055843,2.783458277,-0.001125961,0.156173756,0.395188254,10.463726597,3.544142629
AmazonEcho,98,4,1.397484256,1.836828404,1.355296427,83.375394269,3.435206734,0.199729846,0.907159949,0.952449447,20.835143132,3.332208612,0.040710323,1.116701532,1.056740996,41.379277907,3.635519322,-0.189174485,0.418002598,0.646531204,30.403902097,4.497221437
AmazonEcho,99,4,1.130817887,2.034298898,1.426288504,72.887055810,2.889409985,0.184729623,0.779193102,0.882719152,17.892998976,2.776501896,-0.004049249,0.755062041,0.868943059,27.937902172,3.583354855,-0.130240822,0.346149260,0.588344508,24.328499451,4.015235948
AmazonEcho,100,4,1.633581631,1.742315445,1.319967971,97.039896607,3.665515490,0.135669556,0.654111373,0.808771521,14.795387223,3.006042948,-0.029350550,0.520257692,0.721288910,19.281408431,3.384517912,-0.004210333,0.400091774,0.632528081,26.807336545,4.242604121
